"x","y","pos","pid"
-65.6554,43.4583,4,17
-65.6555,43.4575,5,17
NA,NA,NA,NA
-66.9805,44.8675,1,18
-66.9225,44.8362,2,18
-66.9075,44.9546,3,18
-66.9796,44.8683,4,18
-66.9805,44.8675,5,18
NA,NA,NA,NA
-54.7762,49.6324,1,19
-54.7059,49.597,2,19
-54.7134,49.6754,3,19
-54.7762,49.6342,4,19
-54.7762,49.6324,5,19
NA,NA,NA,NA
-54.0816,47.5258,1,20
-54.0819,47.6954,2,20
-54.0889,47.4758,3,20
-54.0772,47.5217,4,20
-54.0816,47.5258,5,20
NA,NA,NA,NA
-55.7454,49.57,1,21
-55.5822,49.5991,2,21
-55.6992,49.6279,3,21
-55.7454,49.5716,4,21
-55.7454,49.57,5,21
NA,NA,NA,NA
-55.7801,52.9996,1,22
-55.8609,53,2,22
-55.8017,52.9412,3,22
-55.7775,52.9983,4,22
-55.7801,52.9996,5,22
NA,NA,NA,NA
-64.5486,47.998,1,23
-64.5858,47.8934,2,23
-64.4666,47.9442,3,23
-64.5482,48,4,23
-64.5486,47.998,5,23
NA,NA,NA,NA
-55.2096,49.2716,1,24
-55.1254,49.3025,2,24
-55.1758,49.3554,3,24
-55.2088,49.2724,4,24
-55.2096,49.2716,5,24
NA,NA,NA,NA
-69.7878,43.8558,1,25
-69.789,43.8558,2,25
-69.7984,43.9116,3,25
-69.7883,43.8082,4,25
-69.7878,43.8558,5,25
NA,NA,NA,NA
-68.8043,44.0349,1,26
-68.7835,44.0954,2,26
-68.8978,44.1233,3,26
-68.8082,44.0349,4,26
-68.8043,44.0349,5,26
NA,NA,NA,NA
-55.9001,47.2582,1,27
-55.8808,47.3027,2,27
-55.9735,47.2706,3,27
-55.902,47.2584,4,27
-55.9001,47.2582,5,27
NA,NA,NA,NA
-66.9088,44.6125,1,28
-66.7338,44.6883,2,28
-66.7734,44.8012,3,28
-66.9088,44.6158,4,28
-66.9088,44.6125,5,28
NA,NA,NA,NA
-64.4974,47.9,1,29
-64.6906,47.8572,2,29
-64.664,47.7199,3,29
-64.4981,47.8997,4,29
-64.4974,47.9,5,29
NA,NA,NA,NA
-59.3942,50.6283,1,30
-59.355,50.5204,2,30
-59.2859,50.6008,3,30
-59.3942,50.6309,4,30
-59.3942,50.6283,5,30
NA,NA,NA,NA
-54.8179,49.3975,1,31
-54.715,49.3845,2,31
-54.6784,49.4929,3,31
-54.8171,49.3983,4,31
-54.8179,49.3975,5,31
NA,NA,NA,NA
-68.7083,44.169,1,32
-68.6191,44.1768,2,32
-68.6689,44.2807,3,32
-68.7164,44.1692,4,32
-68.7083,44.169,5,32
NA,NA,NA,NA
-61,45.4745,1,33
-60.8884,45.5796,2,33
-61.1367,45.5646,3,33
-61.0015,45.4717,4,33
-61,45.4745,5,33
NA,NA,NA,NA
-55.6425,50.9609,1,34
-55.5867,50.8812,2,34
-55.5426,50.9767,3,34
-55.6426,50.9658,4,34
-55.6425,50.9609,5,34
NA,NA,NA,NA
-63.8117,46.6259,1,35
-63.7093,46.572,2,35
-63.8115,46.626,3,35
-63.8117,46.6259,4,35
NA,NA,NA,NA
-69.4803,47.9985,1,36
-69.3901,48.0671,2,36
-69.4786,48,3,36
-69.4803,47.9985,4,36
NA,NA,NA,NA
-62.773,45.7616,1,37
-62.6821,45.765,2,37
-62.773,45.7625,3,37
-62.773,45.7616,4,37
NA,NA,NA,NA
-67.0151,44.8592,1,38
-67.0633,44.9099,2,38
-67.0166,44.8603,3,38
-67.0151,44.8592,4,38
NA,NA,NA,NA
-54.3388,49.5391,1,39
-54.2496,49.5575,2,39
-54.3366,49.5412,3,39
-54.3388,49.5391,4,39
NA,NA,NA,NA
-59.8475,50.3775,1,40
-59.7758,50.4008,2,40
-59.8476,50.3783,3,40
-59.8475,50.3775,4,40
NA,NA,NA,NA
-65.438,43.5492,1,41
-65.3942,43.4837,2,41
-65.4367,43.5504,3,41
-65.438,43.5492,4,41
NA,NA,NA,NA
-53.6729,46.9979,1,42
-53.6734,46.9976,2,42
-53.7208,46.9483,3,42
-53.6729,46.9979,4,42
NA,NA,NA,NA
-53.7496,48.7817,1,43
-53.6704,48.815,2,43
-53.7496,48.7825,3,43
-53.7496,48.7817,4,43
NA,NA,NA,NA
-58.9009,50.7833,1,44
-58.88,50.8379,2,44
-58.9008,50.7858,3,44
-58.9009,50.7833,4,44
NA,NA,NA,NA
-58.6325,51.0792,1,45
-58.5592,51.0908,2,45
-58.6325,51.0825,3,45
-58.6325,51.0792,4,45
NA,NA,NA,NA
-56.2299,46.7531,1,46
-56.164,46.8109,2,46
-56.23,46.7541,3,46
-56.2299,46.7531,4,46
NA,NA,NA,NA
-56.0009,52.7458,1,47
-56.0033,52.7454,2,47
-55.9259,52.7366,3,47
-56.0009,52.7458,4,47
NA,NA,NA,NA
-53.7846,48.8566,1,48
-53.6913,48.8891,2,48
-53.7846,48.8592,3,48
-53.7846,48.8566,4,48
NA,NA,NA,NA
-61.2021,45.5416,1,49
-61.1363,45.535,2,49
-61.2021,45.5433,3,49
-61.2021,45.5416,4,49
NA,NA,NA,NA
-69.7378,47.8337,1,50
-69.7381,47.8324,2,50
-69.6868,47.9017,3,50
-69.7378,47.8337,4,50
NA,NA,NA,NA
-68.4231,44.376,1,51
-68.4382,44.3215,2,51
-68.4221,44.3757,3,51
-68.4231,44.376,4,51
NA,NA,NA,NA
-53.7938,48.5875,1,52
-53.6888,48.6208,2,52
-53.7938,48.5883,3,52
-53.7938,48.5875,4,52
NA,NA,NA,NA
-55.8992,52.7533,1,53
-55.8009,52.77,2,53
-55.8992,52.7567,3,53
-55.8992,52.7533,4,53
NA,NA,NA,NA
-58.6009,51.11,1,54
-58.4159,51.1691,2,54
-58.6008,51.1108,3,54
-58.6009,51.11,4,54
NA,NA,NA,NA
-57.2792,50.815,1,55
-57.1875,50.8233,2,55
-57.2792,50.82,3,55
-57.2792,50.815,4,55
NA,NA,NA,NA
-65.3146,43.6592,1,56
-65.2758,43.6163,2,56
-65.3146,43.6608,3,56
-65.3146,43.6592,4,56
NA,NA,NA,NA
-56.0083,52.5787,1,57
-55.8408,52.5816,2,57
-56.0117,52.5788,3,57
-56.0083,52.5787,4,57
NA,NA,NA,NA
-69.671,43.8449,1,58
-69.6718,43.8449,2,58
-69.6587,43.7862,3,58
-69.671,43.8449,4,58
NA,NA,NA,NA
-63.5438,44.62,1,59
-63.5017,44.5812,2,59
-63.5437,44.6233,3,59
-63.5438,44.62,4,59
NA,NA,NA,NA
-55.8458,52.5933,1,60
-55.7109,52.5408,2,60
-55.8459,52.595,3,60
-55.8458,52.5933,4,60
NA,NA,NA,NA
-56.8488,49.7625,1,61
-56.78,49.8046,2,61
-56.8488,49.7683,3,61
-56.8488,49.7625,4,61
NA,NA,NA,NA
-63.2008,50.2258,1,62
-63.0992,50.225,2,62
-63.2009,50.2283,3,62
-63.2008,50.2258,4,62
NA,NA,NA,NA
-55,49.4587,1,63
-55.0017,49.4587,2,63
-55.0409,49.4145,3,63
-55,49.4587,4,63
NA,NA,NA,NA
-67.5934,44.4616,1,64
-67.5821,44.5182,2,64
-67.5944,44.4618,3,64
-67.5934,44.4616,4,64
NA,NA,NA,NA
-64.7813,47.8291,1,65
-64.766,47.7747,2,65
-64.7779,47.8292,3,65
-64.7813,47.8291,4,65
NA,NA,NA,NA
-53,47.5946,1,66
-53.0008,47.5938,2,66
-52.9147,47.6572,3,66
-53,47.5946,4,66
NA,NA,NA,NA
-60.1435,47.2251,1,67
-60.1627,47.1818,2,67
-60.1408,47.2251,3,67
-60.1435,47.2251,4,67
NA,NA,NA,NA
-68.8001,44.5482,1,68
-68.801,44.5489,2,68
-68.7731,44.5024,3,68
-68.8001,44.5482,4,68
NA,NA,NA,NA
-53.7671,48.9317,1,69
-53.6863,48.9275,2,69
-53.7671,48.935,3,69
-53.7671,48.9317,4,69
NA,NA,NA,NA
-54.823,49.6766,1,70
-54.7742,49.6429,2,70
-54.823,49.6775,3,70
-54.823,49.6766,4,70
NA,NA,NA,NA
-54.2177,47.6058,1,71
-54.2366,47.5518,2,71
-54.2142,47.6069,3,71
-54.2177,47.6058,4,71
NA,NA,NA,NA
-68.7357,44.3092,1,72
-68.6909,44.2725,2,72
-68.7307,44.3091,3,72
-68.7357,44.3092,4,72
NA,NA,NA,NA
-62.6054,45.8075,1,73
-62.5088,45.8266,2,73
-62.6054,45.8108,3,73
-62.6054,45.8075,4,73
NA,NA,NA,NA
-55.6609,52.2599,1,74
-55.5743,52.275,2,74
-55.6609,52.2633,3,74
-55.6609,52.2599,4,74
NA,NA,NA,NA
-55.8925,52.5508,1,75
-55.7526,52.5167,2,75
-55.8925,52.5516,3,75
-55.8925,52.5508,4,75
NA,NA,NA,NA
-54.1884,47.4121,1,76
-54.1933,47.3551,2,76
-54.188,47.4143,3,76
-54.1884,47.4121,4,76
NA,NA,NA,NA
-56,47.7115,1,77
-56.0005,47.7111,2,77
-55.8524,47.7734,3,77
-56,47.7115,4,77
NA,NA,NA,NA
-61.6444,47.5489,1,78
-61.8371,47.4024,2,78
-61.6394,47.5489,3,78
-61.6444,47.5489,4,78
NA,NA,NA,NA
-70,43.7292,1,79
-69.9344,43.8407,2,79
-70,43.7275,3,79
-70,43.7292,4,79
NA,NA,NA,NA
-59.3034,50.6643,1,80
-59.2075,50.625,2,80
-59.2946,50.6656,3,80
-59.3034,50.6643,4,80
NA,NA,NA,NA
-53.7713,48.8166,1,81
-53.6279,48.865,2,81
-53.7704,48.8175,3,81
-53.7713,48.8166,4,81
NA,NA,NA,NA
-60.1342,50.1758,1,82
-60.0625,50.1883,2,82
-60.1342,50.1766,3,82
-60.1342,50.1758,4,82
NA,NA,NA,NA
-55.9892,52.5442,1,83
-55.9075,52.5517,2,83
-55.9892,52.5491,3,83
-55.9892,52.5442,4,83
NA,NA,NA,NA
-55.8092,50.2267,1,84
-55.7042,50.1966,2,84
-55.8092,50.2275,3,84
-55.8092,50.2267,4,84
NA,NA,NA,NA
-66.3971,44.235,1,85
-66.345,44.2871,2,85
-66.3971,44.2383,3,85
-66.3971,44.235,4,85
NA,NA,NA,NA
-69.666,43.9283,1,86
-69.6852,43.8768,2,86
-69.6647,43.9282,3,86
-69.666,43.9283,4,86
NA,NA,NA,NA
-64.0446,46.7975,1,87
-64.0134,46.7521,2,87
-64.0446,46.7984,3,87
-64.0446,46.7975,4,87
NA,NA,NA,NA
-64.9327,47.3301,1,88
-64.9554,47.2846,2,88
-64.9316,47.33,3,88
-64.9327,47.3301,4,88
NA,NA,NA,NA
-55.9042,52.8175,1,89
-55.8092,52.8108,2,89
-55.9042,52.8192,3,89
-55.9042,52.8175,4,89
NA,NA,NA,NA
-69.9117,43.8567,1,90
-69.9028,43.7707,2,90
-69.9112,43.8569,3,90
-69.9117,43.8567,4,90
NA,NA,NA,NA
-68.9241,44.2317,1,91
-68.8784,44.3933,2,91
-68.9262,44.2307,3,91
-68.9241,44.2317,4,91
NA,NA,NA,NA
-65.0412,47.1551,1,92
-65.038,47.2024,2,92
-65.0427,47.155,3,92
-65.0412,47.1551,4,92
NA,NA,NA,NA
-54.4049,47.4667,1,93
-54.3879,47.516,2,93
-54.4068,47.467,3,93
-54.4049,47.4667,4,93
NA,NA,NA,NA
-55.8976,50.1983,1,94
-55.8259,50.205,2,94
-55.8975,50.2,3,94
-55.8976,50.1983,4,94
NA,NA,NA,NA
-55.7246,49.475,1,95
-55.555,49.5404,2,95
-55.7246,49.4758,3,95
-55.7246,49.475,4,95
NA,NA,NA,NA
-59.7651,45.9987,1,96
-59.6733,46.0353,2,96
-59.7701,45.9987,3,96
-59.7651,45.9987,4,96
NA,NA,NA,NA
-66.1902,47.997,1,97
-66.1193,47.9802,2,97
-66.1931,48,3,97
-66.1902,47.997,4,97
NA,NA,NA,NA
-55.9079,49.5258,1,98
-55.7791,49.5862,2,98
-55.908,49.5267,3,98
-55.9079,49.5258,4,98
NA,NA,NA,NA
-54.4329,49.6733,1,99
-54.4084,49.5687,2,99
-54.433,49.6758,3,99
-54.4329,49.6733,4,99
NA,NA,NA,NA
-53.8338,48.9608,1,100
-53.7388,48.9658,2,100
-53.8338,48.9625,3,100
-53.8338,48.9608,4,100
NA,NA,NA,NA
-54.7076,47.3,1,101
-54.6481,47.3466,2,101
-54.7072,47.3013,3,101
-54.7076,47.3,4,101
NA,NA,NA,NA
-55.1221,49.5183,1,102
-55.0388,49.5424,2,102
-55.1221,49.5208,3,102
-55.1221,49.5183,4,102
NA,NA,NA,NA
-64.0017,46.7471,1,103
-63.8768,46.6578,2,103
-64,46.7477,3,103
-64.0017,46.7471,4,103
NA,NA,NA,NA
-68.5088,44.3867,1,104
-68.4885,44.3133,2,104
-68.5065,44.3866,3,104
-68.5088,44.3867,4,104
NA,NA,NA,NA
-68.6175,44.019,1,105
-68.6173,44.0975,2,105
-68.6212,44.019,3,105
-68.6175,44.019,4,105
NA,NA,NA,NA
-55.3175,51.9992,1,106
-55.425,51.8887,2,106
-55.3158,52,3,106
-55.3175,51.9992,4,106
NA,NA,NA,NA
-53.8688,48.8733,1,107
-53.7988,48.8891,2,107
-53.8676,48.8746,3,107
-53.8688,48.8733,4,107
NA,NA,NA,NA
-65.9454,43.7692,1,108
-65.8992,43.7188,2,108
-65.9455,43.7717,3,108
-65.9454,43.7692,4,108
NA,NA,NA,NA
-64.9179,46.8416,1,109
-64.8725,46.7812,2,109
-64.918,46.8425,3,109
-64.9179,46.8416,4,109
NA,NA,NA,NA
-66.3371,44.2716,1,110
-66.2151,44.4046,2,110
-66.3371,44.275,3,110
-66.3371,44.2716,4,110
NA,NA,NA,NA
-63.9292,50.215,1,111
-63.8509,50.1991,2,111
-63.9292,50.2317,3,111
-63.9292,50.215,4,111
NA,NA,NA,NA
-54.6555,49.525,1,112
-54.6384,49.4712,2,112
-54.6554,49.5258,3,112
-54.6555,49.525,4,112
NA,NA,NA,NA
