"x","y","pos","pid"
-62.055,44.9554,184,1
-62.0004,44.9933,185,1
-62.0983,45.0037,186,1
-61.9475,45.0096,187,1
-61.9784,45.0688,188,1
-61.885,45.0262,189,1
-61.9583,45.0954,190,1
-61.8542,45.0354,191,1
-61.845,45.1062,192,1
-61.6542,45.0896,193,1
-61.7951,45.2446,194,1
-61.6009,45.1446,195,1
-61.3113,45.1908,196,1
-61.3879,45.2025,197,1
-61.3283,45.2537,198,1
-61.175,45.2113,199,1
-61.17,45.3004,200,1
-61.1267,45.2062,201,1
-60.9604,45.3225,202,1
-61.4926,45.3687,203,1
-61.5192,45.4346,204,1
-61.4866,45.3804,205,1
-61.2288,45.4834,206,1
-61.4908,45.6946,207,1
-61.6217,45.6146,208,1
-61.8841,45.6929,209,1
-61.9601,45.6229,210,1
-61.9093,45.8829,211,1
-62.4676,45.6379,212,1
-63.1105,45.8081,213,1
-63.0637,45.7535,214,1
-63.2814,45.7079,215,1
-63.386,45.7579,216,1
-63.2506,45.8099,217,1
-63.517,45.8121,218,1
-63.4248,45.8224,219,1
-63.4674,45.8782,220,1
-63.7402,45.8506,221,1
-63.8758,45.9692,222,1
-64.1009,46.0146,223,1
-63.7907,46.1375,224,1
-64.1368,46.1421,225,1
-64.265,46.2362,226,1
-64.5583,46.2104,227,1
-64.56,46.3654,228,1
-64.7092,46.3146,229,1
-64.619,46.3549,230,1
-64.6909,46.5271,231,1
-64.6088,46.4592,232,1
-64.7187,46.6883,233,1
-64.8717,46.6479,234,1
-64.9109,46.7421,235,1
-64.8163,46.7258,236,1
-64.9905,46.8375,237,1
-64.9096,46.8442,238,1
-64.7969,47.0746,239,1
-65.2363,47.0194,240,1
-65.2067,47.0842,241,1
-65.4189,47.0703,242,1
-64.9632,47.2815,243,1
-65.0219,47.3418,244,1
-64.9233,47.399,245,1
-64.9144,47.3421,246,1
-64.8599,47.5494,247,1
-64.923,47.4466,248,1
-64.9238,47.5347,249,1
-64.778,47.6574,250,1
-64.8566,47.6892,251,1
-64.6657,47.7164,252,1
-64.7407,47.7709,253,1
-64.775,47.7114,254,1
-64.8449,47.7359,255,1
-64.8057,47.8051,256,1
-65.0755,47.7639,257,1
-64.9798,47.834,258,1
-65.1935,47.8181,259,1
-65.6696,47.6012,260,1
-65.6233,47.6598,261,1
-65.8309,47.9101,262,1
-66.0858,47.9252,263,1
-66.3826,48.0196,264,1
-66.3683,48.0729,265,1
-66.7955,47.9871,266,1
-66.4759,48.1212,267,1
-66.095,48.0912,268,1
-65.9034,48.2071,269,1
-65.4551,48.0062,270,1
-65.2434,48.0112,271,1
-64.9692,48.1795,272,1
-64.7742,48.2054,273,1
-64.6709,48.3479,274,1
-64.3167,48.4179,275,1
-64.2046,48.5241,276,1
-64.2722,48.6175,277,1
-64.1663,48.6258,278,1
-64.5546,48.8783,279,1
-64.1626,48.7487,280,1
-64.2004,48.8575,281,1
-64.6033,49.1112,282,1
-65.3266,49.2529,283,1
-66.1717,49.2071,284,1
-68.1841,48.6354,285,1
-68.8176,48.3687,286,1
-69.5119,47.9446,287,1
-69.6292,47.7491,288,1
-70,47.0119,289,1
-70,47.6557,290,1
-69.9063,47.769,291,1
-69.7055,48.1017,292,1
-69.9892,48.2574,293,1
-69.6784,48.1387,294,1
-69.4267,48.2979,295,1
-69.2325,48.5729,296,1
-69.1287,48.5783,297,1
-69.0592,48.7712,298,1
-68.6367,48.9004,299,1
-68.7471,48.9416,300,1
-68.6426,48.9312,301,1
-68.5992,49.0512,302,1
-68.3867,49.1421,303,1
-68.4634,49.0437,304,1
-68.1925,49.1013,305,1
-68.3246,49.1866,306,1
-68.1492,49.2021,307,1
-68.1292,49.272,308,1
-67.3767,49.3179,309,1
-67.1513,49.8025,310,1
-66.9333,49.9987,311,1
-66.7359,50.0408,312,1
-66.6384,50.1879,313,1
-66.4526,50.125,314,1
-66.5426,50.21,315,1
-66.4567,50.2679,316,1
-66.3667,50.1845,317,1
-66.115,50.1837,318,1
-65.965,50.2846,319,1
-64.875,50.2604,320,1
-64.4567,50.3204,321,1
-64.1617,50.2554,322,1
-63.7967,50.3071,323,1
-63.4001,50.2021,324,1
-62.7684,50.3129,325,1
-61.9017,50.2279,326,1
-61.8084,50.1279,327,1
-61.5926,50.1767,328,1
-61.8059,50.1067,329,1
-61.7366,50.0854,330,1
-61.3267,50.1887,331,1
-61.0617,50.1754,332,1
-61.0133,50.2446,333,1
-60.9076,50.2408,334,1
-60.945,50.1821,335,1
-60.8334,50.2479,336,1
-60.8734,50.1962,337,1
-60.61,50.1946,338,1
-60.1834,50.2829,339,1
-60.1883,50.1913,340,1
-59.905,50.2629,341,1
-59.8075,50.3425,342,1
-59.9043,50.3716,343,1
-59.4325,50.5358,344,1
-59.4641,50.62,345,1
-59.2242,50.6883,346,1
-59.2658,50.7567,347,1
-59.0125,50.7358,348,1
-59.0075,51.0125,349,1
-58.9009,51.0574,350,1
-58.9,50.9304,351,1
-58.8359,51.0792,352,1
-58.7592,51.1008,353,1
-58.7784,51.0096,354,1
-58.5276,51.1675,355,1
-58.6176,51.1491,356,1
-58.69,51.2612,357,1
-58.59,51.2304,358,1
-58.4284,51.3137,359,1
-58.3292,51.2467,360,1
-58.4492,51.2949,361,1
-58.5792,51.2241,362,1
-58.3416,51.1962,363,1
-58.2942,51.3325,364,1
-58.2167,51.2521,365,1
-58.1317,51.3471,366,1
-58.145,51.2771,367,1
-58.0467,51.3621,368,1
-58.01,51.3079,369,1
-57.7741,51.3966,370,1
-57.7167,51.5171,371,1
-57.6984,51.4204,372,1
-57.2434,51.5038,373,1
-57.2033,51.4096,374,1
-56.9584,51.4237,375,1
-56.9559,51.49,376,1
-56.855,51.4596,377,1
-56.7093,51.5766,378,1
-56.7058,51.6633,379,1
-56.6117,51.6379,380,1
-56.2134,51.7846,381,1
-55.8909,51.9617,382,1
-55.9909,52.0258,383,1
-55.8317,52.0004,384,1
-55.8025,52.09,385,1
-55.6925,52.0883,386,1
-55.7875,52.2025,387,1
-55.6208,52.2175,388,1
-55.8426,52.2325,389,1
-55.7093,52.2892,390,1
-56.2508,52.45,391,1
-55.8167,52.3363,392,1
-55.8467,52.3854,393,1
-55.6476,52.3525,394,1
-55.6275,52.4449,395,1
-56.5408,52.6033,396,1
-55.9934,52.5579,397,1
-56.0742,52.5825,398,1
-55.9675,52.6217,399,1
-56.1133,52.6604,400,1
-55.7659,52.5933,401,1
-55.7617,52.6646,402,1
-55.9225,52.64,403,1
-55.7741,52.6933,404,1
-55.965,52.6812,405,1
-56.1942,52.8316,406,1
-55.9317,52.7604,407,1
-55.9892,52.8225,408,1
-55.8059,52.8366,409,1
-55.8825,53,410,1
-56.1492,52.9891,411,1
-55.8951,53,412,1
-70,53,413,1
-70,42,414,1
NA,NA,NA,NA
-55.2016,46.9989,1,2
-55.2081,47.0931,2,2
-55.1764,47.0066,3,2
-55.0766,47.0784,4,2
-55.1312,47.1896,5,2
-55.0333,47.1629,6,2
-54.8401,47.4311,7,2
-54.8311,47.3635,8,2
-54.6315,47.3877,9,2
-54.4089,47.6135,10,2
-54.6156,47.361,11,2
-54.4294,47.4279,12,2
-54.2268,47.8836,13,2
-54.1014,47.8182,14,2
-54.0854,47.8791,15,2
-53.9008,47.6058,16,2
-53.9248,47.4228,17,2
-53.7939,47.4391,18,2
-53.9315,47.3827,19,2
-53.8922,47.3035,20,2
-54.0076,47.3165,21,2
-53.9241,47.2664,22,2
-54.0197,47.237,23,2
-54.2004,46.8211,24,2
-54.0642,46.7882,25,2
-53.9611,46.8491,26,2
-53.5532,47.2185,27,2
-53.555,47.1258,28,2
-53.4266,47.1691,29,2
-53.6587,46.9889,30,2
-53.6199,46.94,31,2
-53.5142,46.9797,32,2
-53.6617,46.826,33,2
-53.6251,46.6413,34,2
-53.5304,46.6149,35,2
-53.3553,46.7661,36,2
-53.4046,46.6885,37,2
-53.2798,46.7432,38,2
-53.1615,46.6257,39,2
-52.9529,46.7866,40,2
-52.8921,46.9766,41,2
-52.9607,47.0057,42,2
-52.8525,47.0691,43,2
-52.9541,47.094,44,2
-52.871,47.0991,45,2
-52.6217,47.5244,46,2
-52.7937,47.81,47,2
-52.922,47.5428,48,2
-53.1297,47.3866,49,2
-53.1701,47.5097,50,2
-53.2248,47.4574,51,2
-53.1863,47.5721,52,2
-53.2826,47.5472,53,2
-53.1766,47.6064,54,2
-53.2886,47.6035,55,2
-53.0818,47.9381,56,2
-52.8479,48.1008,57,2
-52.9209,48.1729,58,2
-53.0709,48.0496,59,2
-53.3084,48.0046,60,2
-53.5599,47.5191,61,2
-53.6271,47.5642,62,2
-53.676,47.5183,63,2
-53.6818,47.6883,64,2
-53.7829,47.6383,65,2
-53.9427,47.8559,66,2
-53.7938,47.7742,67,2
-53.6121,48.0542,68,2
-53.9576,48.0245,69,2
-53.6738,48.0599,70,2
-53.935,48.0779,71,2
-53.9634,48.2329,72,2
-53.6433,48.1737,73,2
-53.3892,48.2729,74,2
-53.3717,48.3912,75,2
-53.2034,48.3512,76,2
-53.0029,48.5467,77,2
-53.0858,48.7037,78,2
-53.2609,48.5221,79,2
-53.4509,48.6262,80,2
-53.6508,48.3871,81,2
-53.5984,48.5337,82,2
-53.7463,48.4183,83,2
-53.6476,48.5404,84,2
-53.85,48.3687,85,2
-53.8291,48.4763,86,2
-54.1534,48.3354,87,2
-54.1987,48.385,88,2
-53.7196,48.565,89,2
-53.9675,48.5362,90,2
-53.9483,48.5796,91,2
-53.6329,48.6533,92,2
-53.8817,48.6995,93,2
-53.8459,48.7571,94,2
-53.9596,48.6708,95,2
-53.9434,48.7121,96,2
-54.0375,48.6762,97,2
-53.855,48.8412,98,2
-54.2363,48.7492,99,2
-53.815,48.9354,100,2
-53.9075,48.992,101,2
-53.7288,48.9991,102,2
-53.8726,49.0379,103,2
-53.6042,49.0346,104,2
-53.6571,49.1333,105,2
-53.5492,49.1479,106,2
-53.5041,49.2837,107,2
-54.07,49.4821,108,2
-54.2,49.3746,109,2
-54.3767,49.4404,110,2
-54.4984,49.2562,111,2
-54.4509,49.4821,112,2
-54.5662,49.4258,113,2
-54.4792,49.5704,114,2
-54.8401,49.2721,115,2
-54.8575,49.4162,116,2
-54.8929,49.2925,117,2
-55.0508,49.2188,118,2
-55.1,49.3621,119,2
-55.0859,49.2704,120,2
-55.3138,49.19,121,2
-55.2876,49.0954,122,2
-55.1963,49.1259,123,2
-55.3959,49.0421,124,2
-55.1596,49.5449,125,2
-55.2192,49.4954,126,2
-55.3404,49.5358,127,2
-55.2513,49.405,128,2
-55.3259,49.3046,129,2
-55.3184,49.4104,130,2
-55.4017,49.3221,131,2
-55.4,49.3837,132,2
-55.4671,49.3525,133,2
-55.333,49.4525,134,2
-55.4575,49.4213,135,2
-55.4059,49.5079,136,2
-55.5833,49.3579,137,2
-55.5442,49.4929,138,2
-55.6875,49.3812,139,2
-55.6709,49.4712,140,2
-55.8076,49.4412,141,2
-55.7313,49.48,142,2
-55.845,49.5312,143,2
-56.1409,49.4313,144,2
-55.8238,49.6091,145,2
-55.9779,49.5758,146,2
-55.8479,49.69,147,2
-56.0137,49.6616,148,2
-56.185,49.5746,149,2
-56.0455,49.69,150,2
-56.1434,49.6988,151,2
-55.4747,49.9675,152,2
-55.535,50.0054,153,2
-55.7775,49.9171,154,2
-55.9317,50.0388,155,2
-56.0433,49.9771,156,2
-56.0267,50.0387,157,2
-56.2092,49.9254,158,2
-56.0759,50.0742,159,2
-56.1601,50.1563,160,2
-56.3792,49.8921,161,2
-56.5791,49.8462,162,2
-56.5113,49.8216,163,2
-56.6134,49.8162,164,2
-56.8713,49.5425,165,2
-56.7854,49.6992,166,2
-56.9229,49.755,167,2
-56.7738,49.8308,168,2
-56.7642,50.025,169,2
-56.6392,50.1092,170,2
-56.7492,50.1342,171,2
-56.6126,50.1283,172,2
-56.4358,50.3333,173,2
-56.5109,50.4142,174,2
-56.4126,50.3766,175,2
-56.2775,50.5025,176,2
-56.3626,50.5275,177,2
-56.1325,50.6358,178,2
-56.1842,50.8816,179,2
-56.0984,50.7212,180,2
-55.7308,51.0933,181,2
-55.7717,51.2188,182,2
-56.0209,51.175,183,2
-56.0842,51.3633,184,2
-55.605,51.2996,185,2
-55.5842,51.385,186,2
-55.4942,51.3725,187,2
-55.5342,51.4991,188,2
-55.4225,51.5849,189,2
-55.7384,51.5904,190,2
-55.6768,51.4754,191,2
-55.8992,51.5,192,2
-55.9017,51.6312,193,2
-56.7242,51.3266,194,2
-56.7991,51.1358,195,2
-56.9892,51.0517,196,2
-56.9076,51.0166,197,2
-57.1059,51.0175,198,2
-56.9408,50.94,199,2
-56.9742,50.8875,200,2
-57.4109,50.7025,201,2
-57.1592,50.6217,202,2
-57.3759,50.6016,203,2
-57.6775,50.0233,204,2
-57.8329,49.9175,205,2
-57.663,49.825,206,2
-57.8233,49.8679,207,2
-57.9655,49.685,208,2
-57.89,49.5245,209,2
-57.8342,49.5562,210,2
-57.7055,49.4558,211,2
-57.8584,49.5137,212,2
-57.8967,49.4396,213,2
-57.985,49.5612,214,2
-58.2371,49.3933,215,2
-58.2176,49.2338,216,2
-57.9363,49.2409,217,2
-58.1117,49.1546,218,2
-57.8529,49.1775,219,2
-58.1538,49.12,220,2
-58.0633,48.9904,221,2
-57.8929,48.9558,222,2
-58.0685,48.972,223,2
-58.1617,49.0621,224,2
-58.3659,49.0554,225,2
-58.4076,49.1304,226,2
-58.7163,48.5632,227,2
-58.8417,48.6513,228,2
-58.8933,48.5587,229,2
-58.9712,48.6307,230,2
-58.7686,48.7905,231,2
-59.2704,48.4666,232,2
-58.7299,48.5554,233,2
-58.2746,48.5133,234,2
-58.5992,48.4246,235,2
-59.4123,47.8963,236,2
-59.2739,47.8428,237,2
-59.3106,47.6221,238,2
-59.1676,47.5648,239,2
-58.6936,47.6019,240,2
-58.6002,47.6751,241,2
-58.6293,47.6149,242,2
-58.5365,47.7266,243,2
-58.4223,47.64,244,2
-58.3173,47.7891,245,2
-58.2524,47.767,246,2
-58.361,47.6508,247,2
-58.0799,47.6734,248,2
-58.0268,47.7414,249,2
-57.9976,47.6642,250,2
-57.8686,47.7202,251,2
-57.9142,47.6514,252,2
-57.7281,47.661,253,2
-57.6624,47.5965,254,2
-57.3479,47.6421,255,2
-57.2828,47.7686,256,2
-57.3434,47.5873,257,2
-57.1832,47.6129,258,2
-57.1868,47.6971,259,2
-57.1432,47.5754,260,2
-56.8701,47.5358,261,2
-56.8712,47.6332,262,2
-56.8565,47.5273,263,2
-56.8183,47.5921,264,2
-56.81,47.5316,265,2
-56.7137,47.5697,266,2
-56.778,47.6488,267,2
-56.6853,47.5781,268,2
-56.7093,47.6574,269,2
-56.5286,47.6151,270,2
-56.521,47.7177,271,2
-56.5162,47.6141,272,2
-56.3267,47.6259,273,2
-56.3269,47.7884,274,2
-56.3165,47.6271,275,2
-56.1696,47.6349,276,2
-56.1702,47.8708,277,2
-56.1154,47.7485,278,2
-56.0194,47.8023,279,2
-56.135,47.7345,280,2
-56.0531,47.6995,281,2
-55.8429,47.7886,282,2
-55.7903,47.9645,283,2
-55.8038,47.8734,284,2
-55.7078,47.8948,285,2
-55.8247,47.7816,286,2
-55.7393,47.8058,287,2
-55.9334,47.6572,288,2
-55.8623,47.6142,289,2
-55.6245,47.6829,290,2
-56.1739,47.5174,291,2
-56.1312,47.4643,292,2
-55.7483,47.5932,293,2
-55.941,47.4385,294,2
-55.8096,47.4541,295,2
-55.7296,47.5708,296,2
-55.7751,47.4484,297,2
-55.5836,47.5804,298,2
-55.6735,47.4275,299,2
-55.5858,47.4015,300,2
-55.413,47.48,301,2
-55.4009,47.6183,302,2
-55.4764,47.6228,303,2
-55.3976,47.7223,304,2
-55.3859,47.6443,305,2
-55.1279,47.6786,306,2
-55.1413,47.5749,307,2
-55.0855,47.6384,308,2
-54.9757,47.5916,309,2
-54.7038,47.6716,310,2
-55.2756,47.4075,311,2
-55.4942,47.1415,312,2
-55.7754,47.1106,313,2
-55.9911,46.9534,314,2
-55.7458,46.8456,315,2
-55.5447,46.9391,316,2
-55.3863,46.8683,317,2
-55.2017,46.9983,318,2
-55.2016,46.9989,319,2
NA,NA,NA,NA
-62.8926,45.9971,1,3
-62.4942,45.9812,2,3
-62.4585,46.021,3,3
-62.5737,46.0288,4,3
-62.4886,46.0245,5,3
-62.4691,46.1463,6,3
-62.6431,46.1688,7,3
-62.4991,46.1774,8,3
-62.6183,46.2381,9,3
-62.4138,46.2131,10,3
-62.4902,46.2706,11,3
-62.3806,46.2524,12,3
-62.3698,46.3549,13,3
-62.1861,46.3483,14,3
-61.9726,46.4534,15,3
-62.6312,46.4707,16,3
-62.7337,46.4468,17,3
-62.5867,46.4191,18,3
-63.0379,46.4174,19,3
-62.9841,46.3603,20,3
-63.3339,46.4231,21,3
-63.3353,46.4998,22,3
-63.5692,46.4616,23,3
-63.4918,46.5269,24,3
-63.6688,46.5709,25,3
-63.7195,46.4391,26,3
-63.8481,46.46,27,3
-63.8327,46.5201,28,3
-63.9584,46.4701,29,3
-63.8323,46.5798,30,3
-63.9866,46.7316,31,3
-64.0984,46.6954,32,3
-64.1155,46.7708,33,3
-63.9753,46.8804,34,3
-64,47.0583,35,3
-64.4029,46.7241,36,3
-64.3875,46.6154,37,3
-64.1142,46.5854,38,3
-64.0784,46.6496,39,3
-64.1388,46.4024,40,3
-63.7488,46.3939,41,3
-63.8139,46.32,42,3
-63.6549,46.2225,43,3
-63.2248,46.1317,44,3
-63.1427,46.2083,45,3
-63.2945,46.2049,46,3
-63.0231,46.3016,47,3
-63.1273,46.2077,48,3
-62.8768,46.1447,49,3
-63.0447,46.0551,50,3
-62.9055,46.0728,51,3
-62.8955,46,52,3
-62.8926,45.9971,53,3
NA,NA,NA,NA
-59.8463,45.9983,1,4
-59.9674,46.0357,2,4
-59.8171,46.1824,3,4
-60.1251,46.2683,4,4
-60.2172,46.1142,5,4
-60.2291,46.1882,6,4
-60.3109,46.1486,7,4
-60.2032,46.2499,8,4
-60.2914,46.3423,9,4
-60.6659,46.0721,10,4
-60.2949,46.2525,11,4
-60.3192,46.2108,12,4
-60.7963,45.9583,13,4
-60.7042,45.8996,14,4
-60.3757,46.0223,15,4
-60.7392,45.7996,16,4
-60.7401,45.6887,17,4
-60.8509,45.6704,18,4
-60.8088,45.7341,19,4
-60.94,45.7754,20,4
-61.1637,45.7108,21,4
-60.9321,45.8441,22,4
-60.9933,45.8787,23,4
-60.9112,45.8683,24,4
-61,45.9287,25,4
-60.8021,45.96,26,4
-60.7503,46.0758,27,4
-60.9913,45.9958,28,4
-60.9012,46.0858,29,4
-60.6388,46.1192,30,4
-60.4149,46.2933,31,4
-60.4568,46.3434,32,4
-60.621,46.2069,33,4
-60.3503,46.6141,34,4
-60.3075,46.8625,35,4
-60.5155,46.9047,36,4
-60.4133,47.0393,37,4
-60.6183,47.033,38,4
-61.5545,46.0401,39,4
-61.4688,45.7167,40,4
-61.2925,45.5479,41,4
-61.2292,45.6271,42,4
-61.1626,45.5646,43,4
-60.875,45.6529,44,4
-60.685,45.5662,45,4
-60.4225,45.6421,46,4
-60.0817,45.8012,47,4
-60.155,45.8746,48,4
-59.7883,45.9512,49,4
-59.8463,45.9941,50,4
-59.8463,45.9983,51,4
NA,NA,NA,NA
-62,47.2668,1,5
-62.0068,47.2167,2,5
-61.818,47.2259,3,5
-61.7845,47.2675,4,5
-61.9867,47.2729,5,5
-61.8694,47.4224,6,5
-61.5566,47.6173,7,5
-61.4674,47.6191,8,5
-61.5238,47.5433,9,5
-61.3945,47.6283,10,5
-61.5601,47.6215,11,5
-61.9365,47.4075,12,5
-61.9978,47.2692,13,5
-62,47.2668,14,5
NA,NA,NA,NA
-62,49.0763,1,6
-61.6996,49.085,2,6
-61.8333,49.3146,3,6
-62.2434,49.4195,4,6
-62.6992,49.6604,5,6
-64.1525,49.9521,6,6
-64.5213,49.8817,7,6
-63.8292,49.6379,8,6
-63.5875,49.3862,9,6
-62.9333,49.1904,10,6
-62.0017,49.0754,11,6
-62,49.0763,12,6
NA,NA,NA,NA
-54.9146,49.5808,1,7
-54.8254,49.525,2,7
-54.8908,49.4796,3,7
-54.7617,49.4779,4,7
-54.5567,49.5787,5,7
-54.5405,49.6692,6,7
-54.7725,49.5271,7,7
-54.8033,49.6054,8,7
-54.9147,49.5833,9,7
-54.9146,49.5808,10,7
NA,NA,NA,NA
-68.3531,44.2481,1,8
-68.289,44.2491,2,8
-68.327,44.3679,3,8
-68.2892,44.2848,4,8
-68.1724,44.3272,5,8
-68.2532,44.4374,6,8
-68.4156,44.3464,7,8
-68.3531,44.2481,8,8
NA,NA,NA,NA
-54,49.647,1,9
-54.1034,49.7479,2,9
-54.2092,49.6762,3,9
-54.3017,49.7262,4,9
-54.3213,49.575,5,9
-54.0017,49.6462,6,9
-54,49.647,7,9
NA,NA,NA,NA
-56.2674,46.9974,1,10
-56.3879,47.1316,2,10
-56.3518,46.7809,3,10
-56.2407,46.8671,4,10
-56.3532,46.9957,5,10
-56.2675,46.9952,6,10
-56.2674,46.9974,7,10
NA,NA,NA,NA
-60.0054,43.9494,1,11
-60.1305,43.9566,2,11
-59.8733,43.9271,3,11
-59.7106,44.0087,4,11
-59.9879,43.9469,5,11
-60.0054,43.9494,6,11
NA,NA,NA,NA
-54.1702,47.5862,1,12
-54.3671,47.4009,2,12
-54.2445,47.402,3,12
-54.1265,47.6783,4,12
-54.171,47.5871,5,12
-54.1702,47.5862,6,12
NA,NA,NA,NA
-56,47.61,1,13
-55.9106,47.6167,2,13
-55.97,47.6886,3,13
-56.1163,47.6505,4,13
-56.0048,47.6101,5,13
-56,47.61,6,13
NA,NA,NA,NA
-55.6676,50.7142,1,14
-55.5667,50.6912,2,14
-55.4626,50.7941,3,14
-55.6401,50.7904,4,14
-55.6676,50.7175,5,14
-55.6676,50.7142,6,14
NA,NA,NA,NA
-53.9479,48.1749,1,15
-53.8583,48.0904,2,15
-53.64,48.0763,3,15
-53.5792,48.1617,4,15
-53.9479,48.1767,5,15
-53.9479,48.1749,6,15
NA,NA,NA,NA
-67.0012,44.9815,1,16
-66.9833,44.9246,2,16
-66.9408,45.0279,3,16
-67,44.9806,4,16
-67.0012,44.9815,5,16
NA,NA,NA,NA
-65.6555,43.4575,1,17
-65.6167,43.4087,2,17
-65.5663,43.5016,3,17
