stratum,major,minor,longitude,latitude,station
424,10,1,-62.81944444,48.31277778,2929
424,10,2,-62.77472222,48.30416667,2930
424,10,3,-62.75527778,48.27,2931
424,10,4,-62.7875,48.2675,2932
424,10,5,-62.82083333,48.26833333,2933
424,10,6,-62.81944444,48.22722222,2934
424,10,7,-62.785,48.22805556,2935
424,10,8,-62.75277778,48.22722222,2936
424,10,9,-62.72333333,48.22722222,2937
424,10,10,-62.68361111,48.19722222,2938
424,11,1,-62.71972222,48.1875,2939
424,11,2,-62.75416667,48.18583333,2940
424,11,3,-62.785,48.18583333,2941
424,11,4,-62.81944444,48.1875,2942
424,11,5,-62.81944444,48.14805556,2943
424,11,6,-62.7875,48.14555556,2944
424,11,7,-62.75666667,48.14638889,2945
424,11,8,-62.72333333,48.14638889,2946
424,11,9,-62.71694444,48.10777778,2947
424,11,10,-62.75416667,48.10611111,2948
424,12,1,-62.74138889,48.06888889,2949
424,12,2,-62.785,48.05944444,2950
424,12,3,-62.7875,48.10416667,2951
424,12,4,-62.81833333,48.1025,2952
424,12,5,-62.81833333,48.06111111,2953
424,12,6,-62.84111111,48.02833333,2954
424,12,7,-62.85388889,48.06027778,2955
424,12,8,-62.85027778,48.09722222,2956
424,12,9,-62.88722222,48.10166667,2957
424,12,10,-62.88611111,48.05944444,2958
424,13,1,-62.85666667,48.18583333,2959
424,13,2,-62.89111111,48.1875,2960
424,13,3,-62.91666667,48.18861111,2961
424,13,4,-62.95138889,48.185,2962
424,13,5,-62.97833333,48.18666667,2963
424,13,6,-62.97833333,48.14388889,2964
424,13,7,-62.94888889,48.14722222,2965
424,13,8,-62.91416667,48.14472222,2966
424,13,9,-62.88361111,48.14638889,2967
424,13,10,-62.85527778,48.14805556,2968
424,14,1,-62.98333333,48.10166667,2969
424,14,2,-62.94888889,48.10333333,2970
424,14,3,-62.92194444,48.1025,2971
424,14,4,-62.91916667,48.06111111,2972
424,14,5,-62.95,48.05611111,2973
424,14,6,-62.98222222,48.05694444,2974
424,14,7,-62.98333333,48.01638889,2975
424,14,8,-62.95,48.02083333,2976
424,14,9,-62.91555556,48.0225,2977
424,14,10,-62.88472222,48.0225,2978
424,15,1,-63.02055556,48.14805556,2979
424,15,2,-63.05388889,48.14555556,2980
424,15,3,-63.08444444,48.14722222,2981
424,15,4,-63.08444444,48.10333333,2982
424,15,5,-63.05638889,48.1025,2983
424,15,6,-63.02055556,48.1,2984
424,15,7,-63.01916667,48.05777778,2985
424,15,8,-63.05638889,48.06027778,2986
424,15,9,-63.05388889,48.02083333,2987
424,15,10,-63.02055556,48.02083333,2988
424,16,1,-63.11916667,48.18583333,2989
424,16,2,-63.15111111,48.1875,2990
424,16,3,-63.18944444,48.18666667,2991
424,16,4,-63.22777778,48.185,2992
424,16,5,-63.2625,48.18666667,2993
424,16,6,-63.2625,48.14555556,2994
424,16,7,-63.22527778,48.14388889,2995
424,16,8,-63.18944444,48.14555556,2996
424,16,9,-63.16,48.14555556,2997
424,16,10,-63.12166667,48.14638889,2998
424,17,1,-63.12027778,48.1025,2999
424,17,2,-63.1525,48.10166667,3000
424,17,3,-63.18833333,48.10333333,3001
424,17,4,-63.22666667,48.1,3002
424,17,5,-63.26388889,48.10333333,3003
424,17,6,-63.2625,48.06555556,3004
424,17,7,-63.22416667,48.05777778,3005
424,17,8,-63.19722222,48.05777778,3006
424,17,9,-63.15888889,48.06111111,3007
424,17,10,-63.11916667,48.06027778,3008
424,18,1,-63.29083333,48.1875,3009
424,18,2,-63.32138889,48.1825,3010
424,18,3,-63.35722222,48.18333333,3011
424,18,4,-63.38416667,48.14111111,3012
424,18,5,-63.35611111,48.14222222,3013
424,18,6,-63.32777778,48.14472222,3014
424,18,7,-63.29333333,48.14472222,3015
424,18,8,-63.29194444,48.10083333,3016
424,18,9,-63.32277778,48.10333333,3017
424,18,10,-63.35472222,48.10083333,3018
424,19,1,-63.61833333,48.08777778,3019
424,19,2,-63.58777778,48.10166667,3020
424,19,3,-63.55305556,48.10666667,3021
424,19,4,-63.51222222,48.11277778,3022
424,19,5,-63.42388889,48.22111111,3023
424,19,6,-63.42777778,48.18944444,3024
424,19,7,-63.45722222,48.18416667,3025
424,19,8,-63.45833333,48.14805556,3026
424,19,9,-63.45833333,48.11027778,3027
424,19,10,-63.425,48.09388889,3028
424,20,1,-63.39305556,48.09833333,3029
424,20,2,-63.39055556,48.05944444,3030
424,20,3,-63.42138889,48.05611111,3031
424,20,4,-63.45444444,48.05416667,3032
424,20,5,-63.52361111,48.01805556,3033
424,20,6,-63.49027778,48.01972222,3034
424,20,7,-63.45583333,48.01972222,3035
424,20,8,-63.42138889,48.01805556,3036
424,20,9,-63.39055556,48.02083333,3037
424,20,10,-63.35472222,48.02083333,3038
424,21,1,-63.35861111,48.06027778,3039
424,21,2,-63.32,48.05861111,3040
424,21,3,-63.29333333,48.06027778,3041
424,21,4,-63.32527778,48.02083333,3042
424,21,5,-63.28666667,48.02083333,3043
424,21,6,-63.25611111,48.01805556,3044
424,21,7,-63.22277778,48.01805556,3045
424,21,8,-63.18833333,48.02083333,3046
424,21,9,-63.14972222,48.02083333,3047
424,21,10,-63.11916667,48.02083333,3048
424,22,1,-62.9625,47.98444444,3049
424,22,2,-63.01888889,47.97416667,3050
424,22,3,-63.05361111,47.97416667,3051
424,22,4,-63.05888889,47.945,3052
424,22,5,-63.08972222,47.93888889,3053
424,22,6,-63.12416667,47.93388889,3054
424,22,7,-63.12277778,47.97333333,3055
424,22,8,-63.09222222,47.97416667,3056
424,22,9,-63.09222222,48.01722222,3057
424,22,10,-63.09222222,48.05583333,3058
424,23,1,-63.14861111,47.98027778,3059
424,23,2,-63.18444444,47.98027778,3060
424,23,3,-63.22138889,47.97833333,3061
424,23,4,-63.25472222,47.97666667,3062
424,23,5,-63.25472222,47.93972222,3063
424,23,6,-63.22416667,47.93777778,3064
424,23,7,-63.19222222,47.93694444,3065
424,23,8,-63.15888889,47.93861111,3066
424,23,9,-63.18055556,47.90666667,3067
424,23,10,-63.22527778,47.90083333,3068
424,24,1,-63.2575,47.9,3069
424,24,2,-63.29333333,47.89722222,3070
424,24,3,-63.32277778,47.89555556,3071
424,24,4,-63.35472222,47.89722222,3072
424,24,5,-63.38916667,47.89888889,3073
424,24,6,-63.38916667,47.85222222,3074
424,24,7,-63.35722222,47.85583333,3075
424,24,8,-63.31,47.86277778,3076
424,25,1,-63.28666667,47.9775,3077
424,25,2,-63.32,47.97666667,3078
424,25,3,-63.35472222,47.9775,3079
424,25,4,-63.38666667,47.975,3080
424,25,5,-63.425,47.97833333,3081
424,25,6,-63.42638889,47.93972222,3082
424,25,7,-63.38916667,47.93694444,3083
424,25,8,-63.35472222,47.93527778,3084
424,25,9,-63.32527778,47.93861111,3085
424,25,10,-63.29444444,47.93777778,3086
424,26,1,-63.45833333,47.97416667,3087
424,26,2,-63.49166667,47.9775,3088
424,26,3,-63.49305556,47.93694444,3089
424,26,4,-63.45833333,47.93361111,3090
424,26,5,-63.45444444,47.89388889,3091
424,26,6,-63.4225,47.89472222,3092
424,26,7,-63.42138889,47.85666667,3093
424,26,8,-63.45833333,47.85583333,3094
424,26,9,-63.45722222,47.81777778,3095
424,26,10,-63.425,47.82222222,3096
424,27,1,-63.55833333,48.01972222,3097
424,27,2,-63.58388889,48.01472222,3098
424,27,3,-63.62111111,48.01805556,3099
424,27,4,-63.67361111,48.01277778,3100
424,27,5,-63.70277778,47.97416667,3101
424,27,6,-63.65416667,47.97138889,3102
424,27,7,-63.61972222,47.97916667,3103
424,27,8,-63.58388889,47.97833333,3104
424,27,9,-63.55055556,47.97916667,3105
424,27,10,-63.52361111,47.97916667,3106
424,28,1,-63.51972222,47.93611111,3107
424,28,2,-63.55055556,47.93777778,3108
424,28,3,-63.5825,47.93694444,3109
424,28,4,-63.61833333,47.93972222,3110
424,28,5,-63.65416667,47.94055556,3111
424,28,6,-63.61833333,47.89638889,3112
424,28,7,-63.58388889,47.89555556,3113
424,28,8,-63.55833333,47.89472222,3114
424,28,9,-63.52361111,47.89555556,3115
424,28,10,-63.49305556,47.89472222,3116
424,29,1,-63.66083333,47.85333333,3117
424,29,2,-63.69,47.85055556,3118
424,29,3,-63.72222222,47.84972222,3119
424,29,4,-63.76166667,47.85222222,3120
424,29,5,-63.75666667,47.88777778,3121
424,29,6,-63.72611111,47.89388889,3122
424,29,7,-63.69138889,47.89888889,3123
424,29,8,-63.65416667,47.89722222,3124
424,29,9,-63.6875,47.93611111,3125
424,29,10,-63.71694444,47.93777778,3126
424,30,1,-63.48527778,47.855,3127
424,30,2,-63.51333333,47.85138889,3128
424,30,3,-63.55194444,47.855,3129
424,30,4,-63.585,47.85583333,3130
424,30,5,-63.61972222,47.855,3131
424,30,6,-63.62361111,47.8125,3132
424,30,7,-63.59027778,47.81083333,3133
424,30,8,-63.55833333,47.81083333,3134
424,30,9,-63.5225,47.8125,3135
424,30,10,-63.49166667,47.81416667,3136
424,31,1,-63.69388889,47.73472222,3137
424,31,2,-63.64777778,47.7425,3138
424,31,3,-63.54027778,47.78055556,3139
424,31,4,-63.58138889,47.77166667,3140
424,31,5,-63.62861111,47.77111111,3141
424,31,6,-63.65805556,47.76916667,3142
424,31,7,-63.69,47.77,3143
424,31,8,-63.65694444,47.80833333,3144
424,31,9,-63.685,47.81083333,3145
424,31,10,-63.72333333,47.80833333,3146
424,32,1,-63.81833333,47.69111111,3147
424,32,2,-63.78111111,47.69722222,3148
424,32,3,-63.80416667,47.72777778,3149
424,32,4,-63.75666667,47.72416667,3150
424,32,5,-63.72611111,47.72861111,3151
424,32,6,-63.71833333,47.77361111,3152
424,32,7,-63.75166667,47.77277778,3153
424,32,8,-63.7875,47.77166667,3154
424,32,9,-63.78361111,47.81083333,3155
424,32,10,-63.75166667,47.80833333,3156
425,1,1,-62.97944444,48.55944444,3157
425,1,2,-63.02055556,48.55777778,3158
425,1,3,-63.05638889,48.55777778,3159
425,1,4,-63.08722222,48.56222222,3160
425,1,5,-63.12305556,48.55611111,3161
425,1,6,-63.07305556,48.59694444,3162
425,1,7,-63.02166667,48.60222222,3163
425,1,8,-62.98083333,48.60027778,3164
425,1,9,-62.99611111,48.64305556,3165
425,1,10,-62.955,48.64027778,3166
425,2,1,-63.11916667,48.52972222,3167
425,2,2,-63.08722222,48.52472222,3168
425,2,3,-63.05777778,48.52027778,3169
425,2,4,-63.02305556,48.52027778,3170
425,2,5,-62.9975,48.49138889,3171
425,2,6,-62.98083333,48.51944444,3172
425,2,7,-62.9525,48.52111111,3173
425,2,8,-62.9525,48.55611111,3174
425,2,9,-62.955,48.60388889,3175
425,2,10,-62.92166667,48.60222222,3176
425,3,1,-62.92166667,48.55861111,3177
425,3,2,-62.89222222,48.55944444,3178
425,3,3,-62.86138889,48.55444444,3179
425,3,4,-62.855,48.52277778,3180
425,3,5,-62.88972222,48.52277778,3181
425,3,6,-62.92444444,48.51944444,3182
425,3,7,-62.95138889,48.47944444,3183
425,3,8,-62.92166667,48.47944444,3184
425,3,9,-62.88861111,48.47944444,3185
425,3,10,-62.86027778,48.47666667,3186
425,4,1,-62.87055556,48.44611111,3187
425,4,2,-62.82944444,48.43833333,3188
425,4,3,-62.82444444,48.48027778,3189
425,4,4,-62.82166667,48.51416667,3190
425,4,5,-62.78722222,48.47861111,3191
425,4,6,-62.78972222,48.43583333,3192
425,4,7,-62.75777778,48.4325,3193
425,4,8,-62.75777778,48.4725,3194
425,4,9,-62.72694444,48.47083333,3195
425,4,10,-62.72305556,48.43666667,3196
425,5,1,-62.66666667,48.46472222,3197
425,5,2,-62.68722222,48.43583333,3198
425,5,3,-62.65138889,48.43666667,3199
425,5,4,-62.62055556,48.4325,3200
425,5,5,-62.59111111,48.4325,3201
425,5,6,-62.58722222,48.39222222,3202
425,5,7,-62.62055556,48.39305556,3203
425,5,8,-62.65,48.39388889,3204
425,5,9,-62.68861111,48.39555556,3205
425,5,10,-62.73472222,48.40166667,3206
425,6,1,-62.5525,48.43416667,3207
425,6,2,-62.51916667,48.435,3208
425,6,3,-62.48722222,48.43583333,3209
425,6,4,-62.45638889,48.43583333,3210
425,6,5,-62.42166667,48.435,3211
425,6,6,-62.42166667,48.39222222,3212
425,6,7,-62.455,48.39388889,3213
425,6,8,-62.48722222,48.39222222,3214
425,6,9,-62.51916667,48.39388889,3215
425,6,10,-62.55,48.39388889,3216
425,7,1,-62.52555556,48.365,3217
425,7,2,-62.48472222,48.35805556,3218
425,7,3,-62.455,48.35805556,3219
425,7,4,-62.42694444,48.35972222,3220
425,7,5,-62.38861111,48.35722222,3221
425,7,6,-62.35777778,48.35472222,3222
425,7,7,-62.35638889,48.39222222,3223
425,7,8,-62.38861111,48.39305556,3224
425,7,9,-62.38722222,48.43916667,3225
425,7,10,-62.35388889,48.43833333,3226
425,8,1,-62.42944444,48.32638889,3227
425,8,2,-62.36777778,48.32111111,3228
425,8,3,-62.32055556,48.31861111,3229
425,8,4,-62.32055556,48.35527778,3230
425,8,5,-62.32166667,48.39472222,3231
425,8,6,-62.32166667,48.43583333,3232
425,8,7,-62.29111111,48.435,3233
425,8,8,-62.28972222,48.39472222,3234
425,8,9,-62.28972222,48.35638889,3235
425,8,10,-62.26138889,48.32388889,3236
425,9,1,-62.25888889,48.435,3237
425,9,2,-62.25777778,48.39833333,3238
425,9,3,-62.25888889,48.36138889,3239
425,9,4,-62.22166667,48.35194444,3240
425,9,5,-62.21916667,48.39555556,3241
425,9,6,-62.22055556,48.42722222,3242
425,9,7,-62.19111111,48.39638889,3243
425,9,8,-62.18972222,48.35194444,3244
425,9,9,-62.15,48.3425,3245
425,9,10,-62.15388889,48.37944444,3246
425,10,1,-62.11777778,48.37611111,3247
425,10,2,-62.11777778,48.34,3248
425,10,3,-62.08861111,48.35805556,3249
425,10,4,-62.08222222,48.32277778,3250
425,10,5,-62.055,48.31777778,3251
425,10,6,-62.06027778,48.35527778,3252
425,10,7,-62.02055556,48.34944444,3253
425,10,8,-62.01916667,48.3125,3254
425,10,9,-61.98083333,48.28444444,3255
425,10,10,-61.98222222,48.33388889,3256
425,11,1,-61.95138889,48.31694444,3257
425,11,2,-61.95888889,48.27083333,3258
425,11,3,-61.92694444,48.24083333,3259
425,11,4,-61.91777778,48.27333333,3260
425,11,5,-61.91916667,48.31527778,3261
425,11,6,-61.88722222,48.31,3262
425,11,7,-61.88583333,48.27138889,3263
425,11,8,-61.88222222,48.23388889,3264
425,11,9,-61.85388889,48.23111111,3265
425,11,10,-61.8525,48.27416667,3266
425,12,1,-61.84361111,48.30583333,3267
425,12,2,-61.82305556,48.2725,3268
425,12,3,-61.81527778,48.24083333,3269
425,12,4,-61.78861111,48.23027778,3270
425,12,5,-61.78583333,48.275,3271
425,12,6,-61.75138889,48.26888889,3272
425,12,7,-61.75,48.23388889,3273
425,12,8,-61.71916667,48.22694444,3274
425,12,9,-61.70138889,48.26555556,3275
425,12,10,-61.68222222,48.23388889,3276
425,13,1,-61.64861111,48.23027778,3277
425,13,2,-61.66277778,48.19611111,3278
425,13,3,-61.61916667,48.19083333,3279
425,13,4,-61.61527778,48.23111111,3280
425,13,5,-61.58722222,48.23111111,3281
425,13,6,-61.58583333,48.18833333,3282
425,13,7,-61.55138889,48.18833333,3283
425,13,8,-61.5525,48.23277778,3284
425,13,9,-61.51916667,48.22861111,3285
425,13,10,-61.52055556,48.19,3286
425,14,1,-61.49611111,48.16166667,3287
425,14,2,-61.45138889,48.15916667,3288
425,14,3,-61.42055556,48.15388889,3289
425,14,4,-61.42694444,48.1875,3290
425,14,5,-61.45388889,48.18583333,3291
425,14,6,-61.48472222,48.18916667,3292
425,14,7,-61.48583333,48.22527778,3293
425,14,8,-61.45388889,48.22527778,3294
425,14,9,-61.42166667,48.22527778,3295
425,14,10,-61.36916667,48.22166667,3296
425,15,1,-61.38722222,48.19166667,3297
425,15,2,-61.39222222,48.15055556,3298
425,15,3,-61.35638889,48.18666667,3299
425,15,4,-61.35388889,48.14722222,3300
425,15,5,-61.32555556,48.13944444,3301
425,15,6,-61.32694444,48.19,3302
425,15,7,-61.31777778,48.22,3303
425,15,8,-61.27055556,48.21916667,3304
425,15,9,-61.29111111,48.1875,3305
425,15,10,-61.255,48.18583333,3306
425,16,1,-61.28972222,48.14888889,3307
425,16,2,-61.255,48.14972222,3308
425,16,3,-61.26416667,48.11694444,3309
425,16,4,-61.22055556,48.10833333,3310
425,16,5,-61.22305556,48.14805556,3311
425,16,6,-61.22444444,48.1925,3312
425,16,7,-61.18861111,48.18833333,3313
425,16,8,-61.19111111,48.14361111,3314
425,16,9,-61.15388889,48.14444444,3315
425,16,10,-61.14361111,48.18333333,3316
425,17,1,-61.04861111,48.14027778,3317
425,17,2,-61.08722222,48.14444444,3318
425,17,3,-61.11416667,48.14527778,3319
425,17,4,-61.18583333,48.1025,3320
425,17,5,-61.14861111,48.1025,3321
425,17,6,-61.12305556,48.10083333,3322
425,17,7,-61.08972222,48.10083333,3323
425,17,8,-61.08472222,48.06194444,3324
425,17,9,-61.11416667,48.06805556,3325
425,17,10,-61.15888889,48.075,3326
425,18,1,-61.05777778,48.10083333,3327
425,18,2,-61.02444444,48.10166667,3328
425,18,3,-60.98222222,48.0825,3329
425,18,4,-61.01777778,48.06277778,3330
425,18,5,-61.0525,48.06472222,3331
425,18,6,-61.02166667,48.03361111,3332
426,1,1,-63.23083333,48.49611111,3333
426,1,2,-63.19361111,48.50777778,3334
426,1,3,-63.15388889,48.50722222,3335
426,1,4,-63.11666667,48.49861111,3336
426,1,5,-63.02944444,48.47138889,3337
426,1,6,-62.97694444,48.4525,3338
426,1,7,-62.9525,48.43888889,3339
426,1,8,-62.91916667,48.43194444,3340
426,1,9,-62.91916667,48.39194444,3341
426,1,10,-62.88722222,48.40972222,3342
426,2,1,-62.8525,48.39777778,3343
426,2,2,-62.8,48.39111111,3344
426,2,3,-62.82305556,48.36277778,3345
426,2,4,-62.78861111,48.35611111,3346
426,2,5,-62.75388889,48.35666667,3347
426,2,6,-62.71777778,48.35861111,3348
426,2,7,-62.68722222,48.35611111,3349
426,2,8,-62.68472222,48.31416667,3350
426,2,9,-62.71916667,48.31583333,3351
426,2,10,-62.76777778,48.32416667,3352
426,3,1,-62.68333333,48.09972222,3353
426,3,2,-62.65777778,48.11694444,3354
426,3,3,-62.66777778,48.14361111,3355
426,3,4,-62.63972222,48.19333333,3356
426,3,5,-62.61777778,48.23111111,3357
426,3,6,-62.6475,48.23194444,3358
426,3,7,-62.68083333,48.23444444,3359
426,3,8,-62.70388889,48.26861111,3360
426,3,9,-62.65388889,48.27027778,3361
426,3,10,-62.61138889,48.26694444,3362
426,4,1,-62.57055556,48.34833333,3363
426,4,2,-62.61916667,48.35166667,3364
426,4,3,-62.65388889,48.35611111,3365
426,4,4,-62.65388889,48.31083333,3366
426,4,5,-62.61777778,48.3125,3367
426,4,6,-62.58583333,48.31138889,3368
426,4,7,-62.55638889,48.31333333,3369
426,4,8,-62.51666667,48.3125,3370
426,4,9,-62.47555556,48.30805556,3371
426,4,10,-62.37555556,48.29944444,3372
426,5,1,-62.31777778,48.28666667,3373
426,5,2,-62.28583333,48.27305556,3374
426,5,3,-62.25388889,48.27138889,3375
426,5,4,-62.22166667,48.27305556,3376
426,5,5,-62.18861111,48.26972222,3377
426,5,6,-62.17694444,48.30472222,3378
426,5,7,-62.15,48.26972222,3379
426,5,8,-62.11916667,48.26861111,3380
426,5,9,-62.09111111,48.27138889,3381
426,5,10,-62.05777778,48.27138889,3382
426,6,1,-62.2525,48.23861111,3383
426,6,2,-62.21916667,48.23194444,3384
426,6,3,-62.18722222,48.23027778,3385
426,6,4,-62.155,48.22861111,3386
426,6,5,-62.11916667,48.2275,3387
426,6,6,-62.09222222,48.2275,3388
426,6,7,-62.08722222,48.19083333,3389
426,6,8,-62.11777778,48.18888889,3390
426,6,9,-62.14861111,48.1925,3391
426,6,10,-62.18722222,48.19861111,3392
426,7,1,-62.055,48.23194444,3393
426,7,2,-62.0475,48.195,3394
426,7,3,-62.01777778,48.24055556,3395
426,7,4,-61.98222222,48.22083333,3396
426,7,5,-61.945,48.21138889,3397
426,7,6,-61.8975,48.19333333,3398
426,7,7,-61.8525,48.18638889,3399
426,7,8,-61.82055556,48.19333333,3400
426,7,9,-61.82555556,48.16083333,3401
426,7,10,-61.78583333,48.15388889,3402
426,8,1,-61.78722222,48.19,3403
426,8,2,-61.75388889,48.18833333,3404
426,8,3,-61.7525,48.14972222,3405
426,8,4,-61.70638889,48.18472222,3406
426,8,5,-61.71666667,48.14972222,3407
426,8,6,-61.70138889,48.11611111,3408
426,8,7,-61.68083333,48.14861111,3409
426,8,8,-61.64861111,48.14861111,3410
426,8,9,-61.61527778,48.14861111,3411
426,8,10,-61.58333333,48.14527778,3412
426,9,1,-61.55138889,48.135,3413
426,9,2,-61.51777778,48.1325,3414
426,9,3,-61.48583333,48.12722222,3415
426,9,4,-61.44222222,48.12027778,3416
426,9,5,-61.39861111,48.1125,3417
426,9,6,-61.3525,48.09972222,3418
426,9,7,-61.31777778,48.09555556,3419
426,9,8,-61.28722222,48.08611111,3420
426,9,9,-61.24611111,48.06888889,3421
426,9,10,-61.22055556,48.06027778,3422
426,10,1,-61.18333333,48.05166667,3423
426,10,2,-61.14861111,48.03777778,3424
426,10,3,-61.11666667,48.01888889,3425
426,10,4,-61.08972222,48.01555556,3426
426,10,5,-61.04361111,48.00694444,3427
427,1,1,-62.51861111,48.1,3428
427,1,2,-62.54916667,48.1,3429
427,1,3,-62.58777778,48.10083333,3430
427,1,4,-62.65166667,48.06027778,3431
427,1,5,-62.61972222,48.05611111,3432
427,1,6,-62.585,48.05694444,3433
427,1,7,-62.55194444,48.05861111,3434
427,1,8,-62.52111111,48.06194444,3435
427,1,9,-62.54166667,48.02916667,3436
427,1,10,-62.48666667,48.02666667,3437
427,2,1,-62.58,48.28194444,3438
427,2,2,-62.55305556,48.2725,3439
427,2,3,-62.55305556,48.22777778,3440
427,2,4,-62.58638889,48.22444444,3441
427,2,5,-62.59666667,48.18666667,3442
427,2,6,-62.55444444,48.18666667,3443
427,2,7,-62.55055556,48.14638889,3444
427,2,8,-62.585,48.14638889,3445
427,2,9,-62.61833333,48.14805556,3446
427,2,10,-62.62861111,48.105,3447
427,3,1,-62.51861111,48.26555556,3448
427,3,2,-62.48388889,48.26916667,3449
427,3,3,-62.45333333,48.27,3450
427,3,4,-62.42,48.27,3451
427,3,5,-62.39055556,48.27166667,3452
427,3,6,-62.38527778,48.22972222,3453
427,3,7,-62.42138889,48.22888889,3454
427,3,8,-62.45194444,48.22777778,3455
427,3,9,-62.48666667,48.22888889,3456
427,3,10,-62.51722222,48.22777778,3457
427,4,1,-62.51861111,48.1875,3458
427,4,2,-62.48666667,48.18916667,3459
427,4,3,-62.45194444,48.18916667,3460
427,4,4,-62.42,48.18916667,3461
427,4,5,-62.39055556,48.19166667,3462
427,4,6,-62.39055556,48.14972222,3463
427,4,7,-62.42,48.15055556,3464
427,4,8,-62.45083333,48.15138889,3465
427,4,9,-62.48388889,48.14972222,3466
427,4,10,-62.52111111,48.15055556,3467
427,5,1,-62.35611111,48.105,3468
427,5,2,-62.38666667,48.105,3469
427,5,3,-62.41861111,48.10583333,3470
427,5,4,-62.45083333,48.10583333,3471
427,5,5,-62.48527778,48.105,3472
427,5,6,-62.48388889,48.06194444,3473
427,5,7,-62.45194444,48.06194444,3474
427,5,8,-62.42138889,48.06027778,3475
427,5,9,-62.38666667,48.06111111,3476
427,5,10,-62.35472222,48.06194444,3477
427,6,1,-62.35222222,48.14805556,3478
427,6,2,-62.32277778,48.14722222,3479
427,6,3,-62.32277778,48.105,3480
427,6,4,-62.32277778,48.05944444,3481
427,6,5,-62.32138889,48.02083333,3482
427,6,6,-62.35333333,48.02083333,3483
427,6,7,-62.38805556,48.02083333,3484
427,6,8,-62.42,48.02083333,3485
427,6,9,-62.45333333,48.02333333,3486
427,6,10,-62.39444444,47.99305556,3487
427,7,1,-62.35722222,48.26388889,3488
427,7,2,-62.32388889,48.25972222,3489
427,7,3,-62.28416667,48.22027778,3490
427,7,4,-62.31888889,48.23055556,3491
427,7,5,-62.35472222,48.22972222,3492
427,7,6,-62.35611111,48.18916667,3493
427,7,7,-62.32138889,48.19111111,3494
427,7,8,-62.28944444,48.18833333,3495
427,7,9,-62.25611111,48.18833333,3496
427,7,10,-62.22027778,48.185,3497
427,8,1,-62.28805556,48.14722222,3498
427,8,2,-62.25472222,48.14638889,3499
427,8,3,-62.22027778,48.14805556,3500
427,8,4,-62.18944444,48.14805556,3501
427,8,5,-62.1525,48.14805556,3502
427,8,6,-62.1525,48.1025,3503
427,8,7,-62.18694444,48.10333333,3504
427,8,8,-62.21888889,48.10416667,3505
427,8,9,-62.25222222,48.105,3506
427,8,10,-62.28666667,48.10416667,3507
427,9,1,-62.28805556,48.06194444,3508
427,9,2,-62.25222222,48.06027778,3509
427,9,3,-62.22277778,48.05944444,3510
427,9,4,-62.18694444,48.06194444,3511
427,9,5,-62.155,48.06194444,3512
427,9,6,-62.1525,48.02138889,3513
427,9,7,-62.18694444,48.02138889,3514
427,9,8,-62.22027778,48.02083333,3515
427,9,9,-62.25111111,48.02138889,3516
427,9,10,-62.28555556,48.0225,3517
427,10,1,-62.35333333,47.98611111,3518
427,10,2,-62.3175,47.98277778,3519
427,10,3,-62.28555556,47.98111111,3520
427,10,4,-62.25222222,47.9775,3521
427,10,5,-62.21888889,47.97833333,3522
427,10,6,-62.18694444,47.97666667,3523
427,10,7,-62.15111111,47.97833333,3524
427,10,8,-62.15361111,47.93777778,3525
427,10,9,-62.18833333,47.94305556,3526
427,10,10,-62.23166667,47.9475,3527
427,11,1,-62.11777778,47.93777778,3528
427,11,2,-62.09472222,47.91472222,3529
427,11,3,-62.08972222,47.93694444,3530
427,11,4,-62.05111111,47.93777778,3531
427,11,5,-62.06027778,47.90611111,3532
427,11,6,-62.02055556,47.90083333,3533
427,11,7,-62.02166667,47.93777778,3534
427,11,8,-61.98583333,47.94055556,3535
427,11,9,-61.98472222,47.89916667,3536
427,11,10,-61.95777778,47.89138889,3537
427,12,1,-61.98333333,48.0225,3538
427,12,2,-62.01666667,48.02138889,3539
427,12,3,-62.055,48.01972222,3540
427,12,4,-62.08444444,48.01972222,3541
427,12,5,-62.11527778,48.01805556,3542
427,12,6,-62.12027778,47.98111111,3543
427,12,7,-62.08833333,47.9775,3544
427,12,8,-62.05638889,47.97583333,3545
427,12,9,-62.02166667,47.98194444,3546
427,12,10,-61.98472222,47.97833333,3547
427,13,1,-61.98333333,48.10083333,3548
427,13,2,-62.01777778,48.1,3549
427,13,3,-62.05638889,48.1,3550
427,13,4,-62.08722222,48.10083333,3551
427,13,5,-62.12027778,48.10333333,3552
427,13,6,-62.11916667,48.06361111,3553
427,13,7,-62.08722222,48.06194444,3554
427,13,8,-62.055,48.06111111,3555
427,13,9,-62.02055556,48.06194444,3556
427,13,10,-61.98222222,48.06361111,3557
427,14,1,-61.94611111,48.17972222,3558
427,14,2,-62.00138889,48.18083333,3559
427,14,3,-62.11916667,48.14472222,3560
427,14,4,-62.08972222,48.14555556,3561
427,14,5,-62.0525,48.14638889,3562
427,14,6,-62.01916667,48.14638889,3563
427,14,7,-61.98472222,48.14888889,3564
427,14,8,-61.9525,48.14888889,3565
427,14,9,-61.92333333,48.14972222,3566
427,14,10,-61.88722222,48.14722222,3567
427,15,1,-61.85277778,48.14027778,3568
427,15,2,-61.81833333,48.10166667,3569
427,15,3,-61.85138889,48.10083333,3570
427,15,4,-61.88472222,48.09888889,3571
427,15,5,-61.91916667,48.10083333,3572
427,15,6,-61.95138889,48.1025,3573
427,15,7,-61.95,48.06277778,3574
427,15,8,-61.91805556,48.06277778,3575
