longitude,latitude
-62.255,46.3225
-62.2644,46.3173
-62.2722,46.3143
-62.2825,46.309
-62.2898,46.3056
-62.2966,46.3025
-62.3027,46.2999
-62.307,46.2977
-62.3112,46.296
-62.3151,46.2934
-62.3228,46.2851
-62.3228,46.2847
-62.3266,46.2808
-62.3286,46.2776
-62.3317,46.2721
-62.3348,46.2661
-62.3372,46.261
-62.338,46.2558
-62.338,46.2511
-62.3388,46.2459
-62.3388,46.2384
-62.3388,46.2349
-62.3388,46.2234
-62.3376,46.2154
-62.3372,46.2012
-62.3372,46.1905
-62.338,46.1834
-62.3377,46.1654
-62.3392,46.1582
-62.3442,46.1547
-62.3488,46.148
-62.3503,46.1429
-62.3535,46.1364
-62.3536,46.137
-62.3586,46.1288
-62.3702,46.115
-62.3783,46.1053
-62.3955,46.092
-62.4005,46.0833
-62.4015,46.0808
-62.403,46.0757
-62.4045,46.0726
-62.4076,46.0654
-62.4061,46.0613
-62.4065,46.0573
-62.4083,46.0519
-62.4101,46.0481
-62.4096,46.0445
-62.4135,46.0283
-62.4186,46.0208
-62.4261,46.0128
-62.4312,46.0061
-62.4335,46.0022
-62.4351,45.9962
-62.4327,45.9591
-62.4362,45.9591
-62.4424,45.9591
-62.4504,45.9582
-62.4584,45.9573
-62.4637,45.9564
-62.4717,45.9555
-62.4788,45.9546
-62.4876,45.9546
-62.4974,45.9546
-62.5089,45.9537
-62.5177,45.9528
-62.5328,45.9546
-62.5479,45.9546
-62.555,45.9528
-62.5621,45.9537
-62.57,45.9519
-62.5789,45.951
-62.5895,45.9483
-62.6002,45.9483
-62.6108,45.9465
-62.617,45.9456
-62.6232,45.9465
-62.6267,45.9519
-62.6303,45.9537
-62.6374,45.9519
-62.6453,45.9501
-62.6516,45.9483
-62.6657,45.9474
-62.6746,45.9447
-62.6799,45.942
-62.6897,45.9394
-62.6985,45.9367
-62.7074,45.9349
-62.7171,45.9322
-62.7375,45.9259
-62.7464,45.9241
-62.7588,45.9214
-62.7694,45.9169
-62.7738,45.916
-62.7827,45.9133
-62.7933,45.9098
-62.7995,45.9098
-62.7995,45.908
-62.8066,45.9089
-62.8129,45.9103
-62.8137,45.9098
-62.8199,45.908
-62.8261,45.9071
-62.8297,45.9071
-62.8306,45.9062
-62.8368,45.9062
-62.8438,45.9062
-62.8501,45.9053
-62.8571,45.9044
-62.8619,45.9044
-62.8744,45.9037
-62.8817,45.9066
-62.8858,45.9088
-62.8952,45.9074
-62.9056,45.9096
-62.9139,45.9081
-62.9234,45.9037
-62.9338,45.9029
-62.9431,45.9044
-62.9515,45.9051
-62.9598,45.9088
-62.966,45.9125
-62.9763,45.917
-62.9753,45.9207
-62.9669,45.9222
-62.9544,45.9229
-62.9471,45.9237
-62.9387,45.9259
-62.936,45.9268
-62.928,45.9295
-62.9209,45.9304
-62.9121,45.9331
-62.9059,45.9322
-62.8988,45.9349
-62.8926,45.9394
-62.8908,45.9411
-62.8908,45.9438
-62.889,45.9474
-62.8908,45.9492
-62.8952,45.9519
-62.897,45.9555
-62.9015,45.9564
-62.9059,45.9582
-62.9094,45.9591
-62.9103,45.9609
-62.9144,45.9652
-62.9153,45.9658
-62.9509,45.9689
-62.9602,45.9711
-62.9643,45.9755
-62.9726,45.9792
-62.9944,45.983
-63.009,45.9874
-63.0194,45.9881
-63.0266,45.9918
-63.0328,45.9963
-63.0442,46.0052
-63.0525,46.0074
-63.0639,46.0148
-63.0732,46.0193
-63.0826,46.0222
-63.0919,46.0259
-63.096,46.0289
-63.097,46.0326
-63.0939,46.0371
-63.0907,46.0452
-63.0948,46.0489
-63.0948,46.0526
-63.102,46.0519
-63.1094,46.0489
-63.1083,46.0519
-63.1156,46.0569
-63.0815,46.0599
-63.0896,46.0584
-63.1051,46.0576
-63.1156,46.0569
-63.1224,46.0555
-63.1325,46.0552
-63.1375,46.0534
-63.149,46.0534
-63.1563,46.0527
-63.1615,46.0484
-63.1583,46.0427
-63.1594,46.0391
-63.1568,46.0355
-63.1546,46.0315
-63.1553,46.0254
-63.1532,46.0196
-63.1481,46.0174
-63.1427,46.0142
-63.1355,46.0102
-63.1294,46.0044
-63.1208,46.0001
-63.1164,45.9972
-63.1135,45.9961
-63.1074,45.9939
-63.106,45.9907
-63.106,45.987
-63.1074,45.982
-63.1164,45.9784
-63.1341,45.9777
-63.147,45.978
-63.1541,45.9757
-63.1613,45.9746
-63.1739,45.9731
-63.1825,45.972
-63.193,45.9728
-63.1995,45.972
-63.2042,45.9717
-63.2099,45.9717
-63.2175,45.9699
-63.2268,45.9695
-63.2373,45.9677
-63.2423,45.967
-63.247,45.9659
-63.2513,45.9645
-63.2575,45.9634
-63.2582,45.963
-63.2645,45.9614
-63.2656,45.9614
-63.2666,45.9603
-63.2709,45.9603
-63.2719,45.9571
-63.2794,45.9539
-63.2847,45.9454
-63.2825,45.939
-63.2592,45.9379
-63.237,45.9315
-63.2142,45.933
-63.2038,45.929
-63.1912,45.9269
-63.1797,45.9198
-63.1713,45.9155
-63.167,45.9133
-63.1532,45.9091
-63.1405,45.9027
-63.1342,45.8995
-63.1246,45.8963
-63.114,45.8941
-63.1049,45.8945
-63.097,45.8913
-63.0847,45.8898
-63.0718,45.8866
-63.0649,45.8844
-63.057,45.8797
-63.0508,45.8761
-63.0494,45.8717
-63.0441,45.8674
-63.0314,45.861
-63.0144,45.861
-62.9975,45.8621
-62.9936,45.8616
-62.9833,45.8591
-62.9707,45.8541
-62.9624,45.8492
-62.9582,45.8456
-62.9556,45.8434
-62.952,45.8398
-62.9487,45.838
-62.9444,45.8343
-62.939,45.8325
-62.9314,45.83
-62.9233,45.8236
-62.9236,45.8221
-62.9156,45.8111
-62.9103,45.8102
-62.9059,45.8084
-62.891,45.8051
-62.8827,45.8021
-62.8733,45.8014
-62.8681,45.8006
-62.8598,45.7999
-62.8504,45.7984
-62.8463,45.7969
-62.8421,45.7955
-62.8255,45.7932
-62.814,45.7932
-62.7809,45.7905
-62.7807,45.791
-62.7713,45.794
-62.7556,45.7999
-62.7473,45.8021
-62.7379,45.8036
-62.7296,45.8043
-62.7233,45.8043
-62.7139,45.8043
-62.7066,45.8051
-62.6941,45.8066
-62.6858,45.8081
-62.6785,45.8132
-62.6711,45.8162
-62.664,45.8246
-62.6622,45.8264
-62.6604,45.83
-62.6578,45.8327
-62.6569,45.8371
-62.6533,45.8389
-62.6516,45.8407
-62.6489,45.8443
-62.6459,45.8473
-62.6385,45.8503
-62.6344,45.8525
-62.6197,45.8577
-62.6071,45.8673
-62.5999,45.8681
-62.5884,45.8666
-62.5728,45.8666
-62.5634,45.8666
-62.555,45.8676
-62.5496,45.8685
-62.5405,45.8659
-62.5337,45.8631
-62.5027,45.8578
-62.4796,45.8542
-62.4496,45.8386
-62.4453,45.8119
-62.4464,45.8055
-62.4575,45.7923
-62.4856,45.782
-62.5057,45.7628
-62.51,45.75
-62.5089,45.7403
-62.5078,45.7393
-62.5015,45.7307
-62.493,45.7254
-62.4877,45.7222
-62.4814,45.719
-62.4686,45.7158
-62.4506,45.703
-62.4379,45.7008
-62.4231,45.6976
-62.4156,45.7051
-62.4019,45.7083
-62.3804,45.7179
-62.3609,45.7233
-62.3256,45.7297
-62.3107,45.7318
-62.2958,45.7543
-62.2743,45.7551
-62.2605,45.7605
-62.2448,45.7627
-62.2395,45.7636
-62.2333,45.769
-62.2244,45.7717
-62.2164,45.7744
-62.2109,45.7754
-62.2067,45.7771
-62.204,45.7771
-62.1952,45.778
-62.1828,45.7815
-62.1691,45.7834
-62.1639,45.7862
-62.1576,45.7884
-62.1524,45.7985
-62.1482,45.8014
-62.1367,45.8057
-62.1326,45.8043
-62.1199,45.8031
-62.1211,45.8035
-62.1117,45.8021
-62.1086,45.8043
-62.0961,45.8064
-62.0835,45.8144
-62.0741,45.8187
-62.0668,45.8244
-62.0605,45.8288
-62.0574,45.8331
-62.0501,45.836
-62.0448,45.8381
-62.0365,45.8389
-62.0407,45.8403
-62.0344,45.8389
-62.0271,45.8425
-62.0198,45.8468
-62.0135,45.8511
-62.0062,45.8583
-61.9989,45.8641
-61.9999,45.8691
-61.9947,45.8706
-61.9967,45.8763
-61.9915,45.8828
-61.98,45.89
-61.9748,45.8915
-61.9664,45.8929
-61.9539,45.8965
-61.9466,45.8958
-61.9351,45.898
-61.9205,45.8972
-61.9164,45.8965
-61.908,45.9008
-61.9038,45.903
-61.8997,45.9052
-61.8976,45.9081
-61.8866,45.9072
-61.8823,45.8941
-61.8694,45.8793
-61.8677,45.8719
-61.8733,45.8667
-61.8849,45.8545
-61.887,45.851
-61.8883,45.8476
-61.8844,45.8449
-61.8802,45.8428
-61.875,45.8393
-61.8728,45.8354
-61.8694,45.8259
-61.869,45.8184
-61.8681,45.8127
-61.8698,45.8093
-61.8703,45.7997
-61.8703,45.7997
-61.8703,45.7923
-61.8694,45.7823
-61.8703,45.7766
-61.8707,45.7718
-61.8709,45.7664
-61.8683,45.762
-61.864,45.7625
-61.8559,45.7647
-61.846,45.7642
-61.8408,45.7634
-61.8323,45.7642
-61.8297,45.7668
-61.8245,45.7668
-61.8202,45.7673
-61.8138,45.766
-61.8117,45.7627
-61.8066,45.7605
-61.8014,45.7561
-61.7983,45.751
-61.8025,45.7444
-61.7975,45.7381
-61.7957,45.7346
-61.7953,45.7303
-61.7954,45.7267
-61.7934,45.7165
-61.8016,45.7084
-61.8029,45.7068
-61.8047,45.7004
-61.8053,45.6946
-61.802,45.6907
-61.7986,45.6905
-61.7948,45.6917
-61.7926,45.6941
-61.7891,45.6968
-61.7849,45.6976
-61.777,45.6966
-61.7712,45.6905
-61.7724,45.6865
-61.7734,45.6837
-61.7732,45.6819
-61.7707,45.6789
-61.7663,45.6783
-61.7616,45.6799
-61.7572,45.6809
-61.755,45.6865
-61.755,45.6865
-61.7538,45.6892
-61.7525,45.6919
-61.7516,45.6942
-61.7506,45.6972
-61.75,45.6998
-61.7506,45.7031
-61.7519,45.7065
-61.7531,45.7088
-61.7544,45.7114
-61.755,45.7141
-61.7553,45.7177
-61.7557,45.7167
-61.7557,45.7187
-61.7547,45.7197
-61.7528,45.7216
-61.7507,45.7282
-61.7516,45.7337
-61.7516,45.7363
-61.7528,45.7409
-61.7525,45.7453
-61.7567,45.7524
-61.763,45.7524
-61.7713,45.7547
-61.7733,45.7576
-61.7752,45.76
-61.7764,45.7627
-61.7784,45.7679
-61.7825,45.7752
-61.7784,45.7767
-61.769,45.7796
-61.7617,45.776
-61.7514,45.7723
-61.7441,45.7701
-61.7328,45.7591
-61.7245,45.751
-61.721,45.7424
-61.7195,45.7365
-61.7198,45.7325
-61.7182,45.7192
-61.7148,45.7089
-61.7116,45.7033
-61.706,45.698
-61.7007,45.6957
-61.6966,45.698
-61.6935,45.7026
-61.6935,45.703
-61.6932,45.705
-61.6928,45.7073
-61.6916,45.7109
-61.6894,45.7166
-61.6853,45.7192
-61.6813,45.7209
-61.6747,45.7192
-61.6698,45.7204
-61.6542,45.7141
-61.6448,45.7131
-61.6398,45.7038
-61.6401,45.6975
-61.6394,45.6912
-61.6382,45.6836
-61.6369,45.6779
-61.63,45.6756
-61.6272,45.6759
-61.6266,45.6773
-61.6222,45.6796
-61.6175,45.6829
-61.6122,45.6849
-61.6086,45.6907
-61.6065,45.6966
-61.6064,45.7025
-61.6033,45.7076
-61.6001,45.712
-61.5928,45.7194
-61.574,45.7223
-61.5616,45.7223
-61.5531,45.7282
-61.5472,45.7318
-61.5406,45.7355
-61.5347,45.7408
-61.5343,45.7438
-61.5365,45.7468
-61.5378,45.7501
-61.5394,45.7521
-61.5416,45.7544
-61.5425,45.757
-61.5434,45.7594
-61.5444,45.7617
-61.5453,45.7633
-61.5459,45.7663
-61.5516,45.7733
-61.5547,45.7813
-61.5546,45.7814
-61.5655,45.7877
-61.5699,45.7897
-61.5727,45.7937
-61.5807,45.8002
-61.5816,45.809
-61.5785,45.8142
-61.579,45.8202
-61.5784,45.8269
-61.5793,45.8305
-61.579,45.8401
-61.5821,45.8458
-61.5844,45.8509
-61.5906,45.8553
-61.5973,45.86
-61.599,45.8634
-61.5973,45.8678
-61.5943,45.8713
-61.5913,45.8769
-61.5865,45.8808
-61.582,45.8869
-61.5747,45.892
-61.5621,45.9052
-61.5568,45.9148
-61.5526,45.9243
-61.5505,45.9324
-61.5535,45.9383
-61.5683,45.9511
-61.5764,45.9572
-61.5837,45.9603
-61.5958,45.9703
-61.6065,45.9738
-61.6258,45.9764
-61.6263,45.9764
-61.6203,45.989
-61.6181,45.9929
-61.6168,45.9977
-61.6166,46.0147
-61.6187,46.0227
-61.6187,46.0284
-61.6197,46.0335
-61.6165,46.0363
-61.6134,46.0414
-61.6082,46.0472
-61.6029,46.05
-61.6008,46.0551
-61.5931,46.0578
-61.5882,46.0615
-61.5857,46.064
-61.5808,46.0677
-61.5783,46.0751
-61.5746,46.0776
-61.571,46.0826
-61.5636,46.0887
-61.5599,46.0925
-61.5568,46.0991
-61.5506,46.1041
-61.5414,46.1061
-61.5365,46.1086
-61.5303,46.1148
-61.5217,46.1222
-61.5143,46.1297
-61.5131,46.1321
-61.5094,46.1358
-61.5057,46.142
-61.5045,46.1458
-61.502,46.152
-61.502,46.1532
-61.4983,46.1582
-61.4922,46.1644
-61.4873,46.1668
-61.4799,46.1681
-61.4688,46.1743
-61.4589,46.1829
-61.4541,46.186
-61.4503,46.1879
-61.4319,46.1991
-61.4282,46.2003
-61.4196,46.2114
-61.4199,46.2111
-61.4138,46.2204
-61.4107,46.2251
-61.4053,46.2305
-61.3992,46.2359
-61.3953,46.2382
-61.3907,46.2444
-61.3853,46.2491
-61.3777,46.2529
-61.3715,46.2591
-61.3684,46.263
-61.367,46.2681
-61.3611,46.272
-61.3576,46.2751
-61.3524,46.2803
-61.3506,46.2836
-61.3443,46.2893
-61.3328,46.2965
-61.3182,46.311
-61.3119,46.3153
-61.3066,46.3196
-61.3003,46.329
-61.2996,46.333
-61.2987,46.3373
-61.2972,46.3412
-61.2951,46.3463
-61.2971,46.3506
-61.2977,46.3559
-61.2973,46.3578
-61.2911,46.3644
-61.2868,46.369
-61.2837,46.3719
-61.2785,46.3733
-61.2712,46.379
-61.2663,46.3845
-61.2649,46.3882
-61.2601,46.3904
-61.2545,46.3926
-61.2518,46.3963
-61.247,46.403
-61.2421,46.4097
-61.2394,46.4134
-61.2332,46.4171
-61.227,46.4223
-61.2187,46.426
-61.2125,46.429
-61.2063,46.4327
-61.2021,46.4379
-61.2021,46.4386
-61.2026,46.4408
-61.2014,46.446
-61.2007,46.4497
-61.2021,46.4535
-61.2017,46.458
-61.1966,46.4681
-61.1935,46.4738
-61.1862,46.4781
-61.1684,46.4774
-61.1559,46.4788
-61.1475,46.4838
-61.1402,46.4874
-61.1361,46.4896
-61.1371,46.4932
-61.133,46.4982
-61.133,46.5039
-61.1205,46.509
-61.1153,46.5154
-61.1081,46.5276
-61.1081,46.5363
-61.1082,46.5463
-61.1009,46.5528
-61.0947,46.5642
-61.0937,46.5707
-61.0906,46.5765
-61.0927,46.5822
-61.0938,46.5922
-61.0939,46.6009
-61.0981,46.608
-61.1034,46.6152
-61.1013,46.6202
-61.1045,46.6281
-61.1087,46.6339
-61.1077,46.6382
-61.1109,46.6418
-61.1057,46.6475
-61.1068,46.6554
-61.109,46.6582
-61.1062,46.6604
-61.1038,46.6617
-61.1007,46.666
-61.0997,46.6738
-61.0934,46.6781
-61.0862,46.6831
-61.0779,46.6874
-61.0664,46.6938
-61.0612,46.6974
-61.056,46.7074
-61.0477,46.7152
-61.0436,46.7202
-61.0384,46.7252
-61.028,46.7352
-61.028,46.7409
-61.0197,46.7466
-61.0072,46.753
-61,46.758
-60.9906,46.7623
-60.9875,46.7652
-60.9802,46.7702
-60.9667,46.7852
-60.9636,46.7894
-60.9574,46.7951
-60.9543,46.8023
-60.9481,46.808
-60.9366,46.8158
-60.9335,46.8201
-60.921,46.8258
-60.9179,46.8287
-60.9044,46.8323
-60.8971,46.838
-60.8919,46.8437
-60.8795,46.8508
-60.8732,46.8558
-60.8628,46.8615
-60.8566,46.8701
-60.8462,46.8765
-60.8379,46.8815
-60.8286,46.8887
-60.8234,46.8951
-60.8203,46.9029
-60.8099,46.9094
-60.8005,46.9143
-60.7943,46.9186
-60.7808,46.9243
-60.7745,46.9272
-60.7589,46.9293
-60.7433,46.935
-60.7381,46.9408
-60.7267,46.9522
-60.7268,46.9586
-60.7257,46.9643
-60.7133,46.9707
-60.7039,46.9779
-60.6966,46.9822
-60.6883,46.9886
-60.68,46.9921
-60.6748,46.9971
-60.6759,47.0043
-60.6728,47.0114
-60.6666,47.015
-60.6624,47.0171
-60.6579,47.0203
-60.651,47.0236
-60.6386,47.0344
-60.6303,47.0366
-60.6193,47.041
-60.613,47.0448
-60.6073,47.05
-60.5969,47.0528
-60.5855,47.0528
-60.5782,47.0521
-60.5678,47.0528
-60.5605,47.0521
-60.5553,47.0514
-60.5396,47.0493
-60.525,47.045
-60.5177,47.0407
-60.5125,47.0364
-60.5063,47.035
-60.499,47.035
-60.4833,47.0328
-60.4604,47.0307
-60.4542,47.0307
-60.4438,47.03
-60.4396,47.0321
-60.4271,47.0343
-60.4115,47.0321
-60.4063,47.035
-60.4,47.0371
-60.3959,47.0393
-60.3886,47.0393
-60.3824,47.0421
-60.3751,47.0464
-60.372,47.0485
-60.3657,47.0528
-60.3543,47.0578
-60.3439,47.065
-60.3356,47.0735
-60.3242,47.0807
-60.3107,47.0878
-60.2982,47.0999
-60.2899,47.1085
-60.2816,47.1163
-60.2754,47.1213
-60.2696,47.1306
-60.2672,47.1376
-60.2675,47.1411
-60.2679,47.1456
-60.2682,47.1481
-60.2693,47.1502
-60.2689,47.153
-60.2683,47.1577
-60.2433,47.1599
-60.2391,47.1613
-60.2381,47.1692
-60.235,47.1763
-60.2382,47.1827
-60.233,47.1884
-60.232,47.1956
-60.2289,47.2006
-60.2272,47.2009
-60.2233,47.2038
-60.2185,47.2047
-60.2127,47.2067
-60.2078,47.2067
-60.2039,47.2067
-60.201,47.2067
-60.1952,47.2067
-60.1913,47.2067
-60.1874,47.2086
-60.1836,47.2086
-60.1768,47.2096
-60.1729,47.2096
-60.1613,47.2086
-60.1496,47.2125
-60.137,47.2183
-60.1273,47.2222
-60.1186,47.2338
-60.1079,47.2416
-60.1012,47.2464
-60.0963,47.2503
-60.0915,47.2532
-60.0856,47.258
-60.0818,47.2629
-60.0798,47.2667
-60.0812,47.2705
-60.0785,47.2726
-60.0779,47.2759
-60.081,47.289
-60.1102,47.3175
-60.1288,47.3358
-60.1385,47.3506
-60.1491,47.3602
-60.1588,47.369
-60.1685,47.3767
-60.1792,47.3883
-60.1957,47.398
-60.2102,47.4067
-60.2287,47.4203
-60.2432,47.4242
-60.2577,47.4339
-60.2655,47.4387
-60.2703,47.4436
-60.2781,47.4484
-60.2941,47.4537
-60.3116,47.4634
-60.3212,47.4741
-60.3329,47.4818
-60.3465,47.4964
-60.3542,47.5022
-60.361,47.507
-60.3688,47.5148
-60.3833,47.5216
-60.3911,47.5322
-60.3988,47.5419
-60.4037,47.5535
-60.4114,47.5642
-60.4211,47.5729
-60.4269,47.5816
-60.4318,47.5904
-60.4337,47.6097
-60.4391,47.6272
-60.4433,47.6386
-60.4412,47.6472
-60.4454,47.6636
-60.4496,47.6785
-60.4528,47.6907
-60.457,47.7028
-60.4601,47.7163
-60.4622,47.7277
-60.4664,47.7349
-60.4727,47.7455
-60.479,47.7555
-60.4936,47.7684
-60.5212,47.8014
-60.5339,47.8113
-60.5438,47.8218
-60.5606,47.8368
-60.5637,47.8446
-60.5742,47.8517
-60.5899,47.8639
-60.6066,47.8738
-60.6223,47.8845
-60.6286,47.8959
-60.6432,47.9088
-60.6495,47.9145
-60.6522,47.916
-60.6537,47.9173
-60.6704,47.9287
-60.6787,47.9323
-60.6965,47.938
-60.7008,47.9455
-60.7057,47.9503
-60.7125,47.9561
-60.7212,47.96
-60.7309,47.9658
-60.7406,47.9716
-60.7484,47.9755
-60.7619,47.9832
-60.7678,47.9881
-60.7755,47.9929
-60.7862,47.9997
-60.7959,48.0036
-60.8124,48.0133
-60.8288,48.021
-60.8453,48.0278
-60.8608,48.0375
-60.8763,48.0453
-60.886,48.0491
-60.8967,48.052
-60.9035,48.0559
-60.9122,48.0588
-60.9219,48.0646
-60.9338,48.0713
-60.9401,48.0748
-60.9432,48.0827
-60.9558,48.0934
-60.9671,48.0972
-60.9733,48.0986
-60.978,48.1073
-60.9879,48.1123
-60.9903,48.1148
-60.9977,48.1173
-61.0172,48.1232
-61.0203,48.1253
-61.0256,48.1301
-61.0272,48.1371
-61.0334,48.142
-61.0371,48.147
-61.0457,48.1507
-61.0519,48.1532
-61.059,48.1547
-61.0684,48.1602
-61.0778,48.1636
-61.09,48.1743
-61.1085,48.1805
-61.1159,48.1854
-61.1343,48.1916
-61.1454,48.1953
-61.1626,48.1978
-61.1799,48.2028
-61.1922,48.2065
-61.2069,48.2127
-61.2303,48.2201
-61.2537,48.2276
-61.2759,48.2325
-61.2894,48.235
-61.2968,48.235
-61.3103,48.2375
-61.3281,48.2376
-61.3575,48.2408
-61.3788,48.2428
-61.406,48.2448
-61.4206,48.2468
-61.4424,48.2468
-61.4584,48.2461
-61.4769,48.2448
-61.4968,48.2448
-61.5088,48.2448
-61.5227,48.2428
-61.5313,48.2408
-61.5413,48.2402
-61.5671,48.2395
-61.5884,48.2468
-61.6109,48.2507
-61.6507,48.2606
-61.6746,48.2672
-61.6852,48.2712
-61.6985,48.2765
-61.7171,48.2818
-61.7509,48.2936
-61.7513,48.2937
-61.7575,48.2944
-61.769,48.3013
-61.7826,48.3088
-61.8192,48.3141
-61.8464,48.3187
-61.8656,48.326
-61.8789,48.3326
-61.8908,48.3346
-61.9187,48.3412
-61.9539,48.3504
-61.9797,48.3557
-61.9956,48.3636
-62.0076,48.3689
-62.0268,48.3755
-62.0514,48.3893
-62.0699,48.3953
-62.0862,48.4019
-62.0955,48.4047
-62.1091,48.4053
-62.1133,48.4067
-62.1393,48.4129
-62.1738,48.4266
-62.2144,48.4375
-62.2551,48.4457
-62.278,48.4505
-62.2999,48.4519
-62.3051,48.4526
-62.3218,48.456
-62.3479,48.4567
-62.3572,48.4567
-62.3718,48.4608
-62.4094,48.4649
-62.4407,48.4718
-62.4709,48.4724
-62.5011,48.4772
-62.5261,48.4786
-62.5459,48.4779
-62.5657,48.4772
-62.5792,48.4772
-62.6011,48.48
-62.6136,48.4807
-62.623,48.4827
-62.6366,48.4868
-62.6574,48.493
-62.6647,48.4957
-62.6772,48.4971
-62.6929,48.4998
-62.7083,48.5015
-62.7898,48.5142
-62.8013,48.5169
-62.8086,48.5217
-62.8089,48.5246
-62.8107,48.5272
-62.8222,48.5347
-62.8299,48.5425
-62.8396,48.5487
-62.8508,48.5595
-62.861,48.5692
-62.8707,48.5785
-62.883,48.5898
-62.8963,48.6006
-62.9019,48.6072
-62.907,48.6119
-62.9188,48.6247
-62.9287,48.6327
-62.93,48.6366
-62.9313,48.6415
-62.9362,48.644
-62.9399,48.6452
-62.946,48.6465
-62.9485,48.6477
-62.9546,48.649
-62.9608,48.6514
-62.967,48.6527
-62.9694,48.6539
-62.9719,48.6564
-62.9756,48.6576
-62.978,48.6589
-62.9829,48.6606
-62.9865,48.6624
-62.9927,48.665
-62.9936,48.6659
-63.0999,48.7678
-63.1057,48.7755
-63.1128,48.7864
-63.1179,48.7928
-63.1231,48.7993
-63.1295,48.8063
-63.1424,48.8281
-63.1462,48.8416
-63.152,48.848
-63.1604,48.8557
-63.1688,48.8615
-63.1803,48.8692
-63.1926,48.8801
-63.2022,48.8872
-63.2196,48.8942
-63.262,48.9258
-63.2798,48.9302
-63.2992,48.932
-63.3063,48.9329
-63.3231,48.9337
-63.3576,48.9378
-63.3763,48.9405
-63.4056,48.9453
-63.4316,48.9487
-63.4431,48.9494
-63.4713,48.9528
-63.4817,48.9549
-63.4942,48.9556
-63.5305,48.9691
-63.5438,48.9735
-63.5535,48.9762
-63.565,48.9797
-63.573,48.9815
-63.5804,48.9793
-63.5915,48.9843
-63.5982,48.9871
-63.6149,48.9959
-63.6253,49.0089
-63.6412,49.016
-63.6474,49.0169
-63.6519,49.0204
-63.6616,49.023
-63.6651,49.023
-63.6713,49.0222
-63.6784,49.0204
-63.6811,49.0213
-63.6864,49.0222
-63.6944,49.0239
NA,NA
-62.2519,47.3054
-62.2263,47.3053
-62.2065,47.3062
-62.1957,47.3075
-62.1947,47.3075
-62.183,47.3086
-62.1745,47.3214
-62.1692,47.3289
-62.1608,47.3385
-62.1481,47.3481
-62.1322,47.3609
-62.1131,47.3695
-62.1014,47.3844
-62.0866,47.3972
-62.0802,47.4036
-62.0691,47.4236
-62.0556,47.4343
-62.0421,47.4421
-62.0285,47.4506
-62.016,47.4591
-62.0129,47.4627
-62.0109,47.4712
-61.9994,47.4769
-61.99,47.4826
-61.9786,47.4904
-61.9619,47.4975
-61.9473,47.5025
-61.9348,47.5082
-61.914,47.516
-61.9015,47.5231
-61.8869,47.5302
-61.8734,47.5366
-61.8333,47.5586
-61.8327,47.5586
-61.8223,47.5665
-61.8151,47.5743
-61.8036,47.5849
-61.7907,47.5909
-61.7747,47.5958
-61.7628,47.5964
-61.749,47.6017
-61.7342,47.6113
-61.7236,47.6199
-61.7152,47.6302
-61.7054,47.6351
-61.6906,47.6426
-61.6808,47.6488
-61.6722,47.6562
-61.6664,47.6637
-61.6632,47.6754
-61.6545,47.6803
-61.6487,47.687
-61.6228,47.7116
-61.6228,47.7382
-61.6247,47.7506
-61.6334,47.7563
-61.6382,47.761
-61.6439,47.7639
-61.6535,47.7686
-61.6593,47.7686
-61.6509,47.7861
-61.6502,47.7868
-61.6362,47.7985
-61.6318,47.8029
-61.6084,47.8132
-61.6011,47.8168
-61.5929,47.8232
-61.5856,47.8282
-61.5794,47.831
-61.57,47.8346
-61.5503,47.8403
-61.541,47.8439
-61.5254,47.8496
-61.5202,47.8524
-61.5026,47.8553
-61.4767,47.8617
-61.4548,47.8602
-61.4382,47.8588
-61.432,47.8574
-61.4133,47.8595
-61.4019,47.861
-61.3843,47.8617
-61.3667,47.863
-61.3468,47.8623
-61.3269,47.8616
-61.3195,47.8616
-61.3055,47.8608
-61.2945,47.8623
-61.2805,47.863
-61.2636,47.8616
-61.2496,47.863
-61.2437,47.8638
-61.2385,47.8645
-61.2296,47.866
-61.2161,47.8631
-61.1953,47.8617
-61.1777,47.866
-61.1673,47.866
-61.1528,47.866
-61.1414,47.8645
-61.1341,47.8617
-61.1227,47.8461
-61.1325,47.8343
-61.1396,47.8268
-61.1425,47.8239
-61.1473,47.82
-61.1551,47.8161
-61.16,47.8132
-61.1696,47.8103
-61.1823,47.8035
-61.1968,47.7987
-61.2055,47.7987
-61.2201,47.7977
-61.2298,47.7938
-61.2472,47.7929
-61.2589,47.7929
-61.2705,47.7919
-61.2821,47.7909
-61.2928,47.789
-61.3054,47.789
-61.3287,47.7919
-61.3403,47.787
-61.3539,47.7803
-61.3481,47.7648
-61.3461,47.7589
-61.3374,47.7493
-61.3296,47.7328
-61.3287,47.7318
-61.3209,47.7212
-61.317,47.7163
-61.3112,47.7115
-61.3025,47.7047
-61.2957,47.6969
-61.2908,47.6902
-61.2802,47.6805
-61.2753,47.6708
-61.2691,47.6673
-61.2656,47.6562
-61.2618,47.6456
-61.2589,47.6398
-61.2513,47.631
-61.2471,47.6282
-61.2398,47.626
-61.2366,47.6218
-61.2304,47.6146
-61.2241,47.6111
-61.2178,47.6047
-61.2157,47.6004
-61.2167,47.5969
-61.2136,47.5891
-61.2073,47.5784
-61.2073,47.5684
-61.2083,47.5627
-61.2083,47.5535
-61.2145,47.5421
-61.2166,47.5371
-61.2302,47.5251
