"PID","SID","POS","X","Y"
33,303,1,-65.547023,43.718184
33,303,2,-65.420663,43.760167
33,303,3,-65.369472,43.676274
33,303,4,-65.329279,43.664351
33,303,5,-65.310597,43.663503
33,303,6,-65.300145,43.658077
33,303,7,-65.278406,43.617147
33,303,8,-65.224103,43.514046
33,303,9,-65.297083,43.456122
33,303,10,-65.340134,43.5376
33,303,11,-65.354546,43.575801
33,303,12,-65.547023,43.718184
33,304,1,-65.369472,43.676274
33,304,2,-65.420663,43.760167
33,304,3,-65.308668,43.807641
33,304,4,-65.235181,43.66303
33,304,5,-65.176452,43.551776
33,304,6,-65.224103,43.514046
33,304,7,-65.278406,43.617147
33,304,8,-65.300145,43.658077
33,304,9,-65.310597,43.663503
33,304,10,-65.329279,43.664351
33,304,11,-65.369472,43.676274
33,305,1,-65.308668,43.807641
33,305,2,-65.211606,43.844555
33,305,3,-65.123084,43.762136
33,305,4,-65.139088,43.695683
33,305,5,-65.127521,43.656347
33,305,6,-65.091647,43.589006
33,305,7,-65.176452,43.551776
33,305,8,-65.235181,43.66303
33,305,9,-65.308668,43.807641
33,306,1,-65.211606,43.844555
33,306,2,-65.119877,43.876187
33,306,3,-65.031536,43.697017
33,306,4,-64.996725,43.630631
33,306,5,-65.091647,43.589006
33,306,6,-65.127521,43.656347
33,306,7,-65.139088,43.695683
33,306,8,-65.123084,43.762136
33,306,9,-65.211606,43.844555
33,307,1,-65.119877,43.876187
33,307,2,-65.020682,43.912343
33,307,3,-64.946033,43.767734
33,307,4,-64.897473,43.673982
33,307,5,-64.996725,43.630631
33,307,6,-65.031536,43.697017
33,307,7,-65.119877,43.876187
33,308,1,-65.020682,43.912343
33,308,2,-64.92042,43.959829
33,308,3,-64.788145,43.867497
33,308,4,-64.745138,43.787183
33,308,5,-64.897473,43.673982
33,308,6,-64.946033,43.767734
33,308,7,-65.020682,43.912343
33,309,1,-64.92042,43.959829
33,309,2,-64.797756,44.045813
33,309,3,-64.662979,43.989851
33,309,4,-64.608241,43.888675
33,309,5,-64.745138,43.787183
33,309,6,-64.788145,43.867497
33,309,7,-64.92042,43.959829
33,310,1,-64.797756,44.045813
33,310,2,-64.698558,44.137109
33,310,3,-64.55744,44.069925
33,310,4,-64.502138,43.96713
33,310,5,-64.608241,43.888675
33,310,6,-64.662979,43.989851
33,310,7,-64.797756,44.045813
33,311,1,-64.698558,44.137109
33,311,2,-64.586558,44.251051
33,311,3,-64.441783,44.195674
33,311,4,-64.36354,44.047433
33,311,5,-64.502138,43.96713
33,311,6,-64.55744,44.069925
33,311,7,-64.698558,44.137109
33,312,1,-64.269804,44.266289
33,312,2,-64.203529,44.139885
33,312,3,-64.36354,44.047433
33,312,4,-64.441783,44.195674
33,312,5,-64.586558,44.251051
33,312,6,-64.451093,44.388385
33,312,7,-64.269804,44.266289
33,313,1,-64.451093,44.388385
33,313,2,-64.405227,44.430638
33,313,3,-64.200661,44.347627
33,313,4,-64.113036,44.317525
33,313,5,-64.113034,44.20911
33,313,6,-64.203529,44.139885
33,313,7,-64.269804,44.266289
33,313,8,-64.451093,44.388385
33,314,1,-64.405227,44.430638
33,314,2,-64.402026,44.438943
33,314,3,-64.338483,44.430591
33,314,4,-64.282631,44.430675
33,314,5,-64.26007,44.423564
33,314,6,-64.208003,44.423457
33,314,7,-64.113037,44.39487
33,314,8,-64.113036,44.317525
33,314,9,-64.200661,44.347627
33,314,10,-64.405227,44.430638
33,315,1,-64.402026,44.438943
33,315,2,-64.377487,44.552218
33,315,3,-64.250558,44.640464
33,315,4,-64.105505,44.591223
33,315,5,-64.127391,44.547846
33,315,6,-64.208002,44.489194
33,315,7,-64.208003,44.423457
33,315,8,-64.26007,44.423564
33,315,9,-64.282631,44.430675
33,315,10,-64.338483,44.430591
33,315,11,-64.402026,44.438943
33,316,1,-64.105505,44.591223
33,316,2,-64.07991,44.543612
33,316,3,-64.113039,44.476665
33,316,4,-64.113037,44.39487
33,316,5,-64.208003,44.423457
33,316,6,-64.208002,44.489194
33,316,7,-64.127391,44.547846
33,316,8,-64.105505,44.591223
33,317,1,-64.07991,44.543612
33,317,2,-64.066043,44.553417
33,317,3,-64.006516,44.508395
33,317,4,-63.974314,44.516343
33,317,5,-63.97431,44.315676
33,317,6,-64.113034,44.20911
33,317,7,-64.113036,44.317525
33,317,8,-64.113037,44.39487
33,317,9,-64.113039,44.476665
33,317,10,-64.07991,44.543612
33,318,1,-64.066043,44.553417
33,318,2,-64.07991,44.543612
33,318,3,-64.105505,44.591223
33,318,4,-64.101232,44.689411
33,318,5,-63.831382,44.737483
33,318,6,-63.866592,44.541888
33,318,7,-63.948885,44.522526
33,318,8,-63.974314,44.516343
33,318,9,-64.006516,44.508395
33,318,10,-64.066043,44.553417
33,319,1,-63.974314,44.516343
33,319,2,-63.948885,44.522526
33,319,3,-63.866592,44.541888
33,319,4,-63.773798,44.553125
33,319,5,-63.800065,44.467984
33,319,6,-63.800063,44.315716
33,319,7,-63.97431,44.315676
33,319,8,-63.974314,44.516343
33,320,1,-63.773798,44.553125
33,320,2,-63.62021,44.549951
33,320,3,-63.617014,44.494053
33,320,4,-63.643549,44.433822
33,320,5,-63.643547,44.315766
33,320,6,-63.800063,44.315716
33,320,7,-63.800065,44.467984
33,320,8,-63.773798,44.553125
33,321,1,-63.62021,44.549951
33,321,2,-63.583945,44.554446
33,321,3,-63.51972,44.504209
33,321,4,-63.418533,44.315683
33,321,5,-63.643547,44.315766
33,321,6,-63.643549,44.433822
33,321,7,-63.617014,44.494053
33,321,8,-63.62021,44.549951
33,322,1,-63.583945,44.554446
33,322,2,-63.760988,44.719284
33,322,3,-63.664991,44.782636
33,322,4,-63.50978,44.741531
33,322,5,-63.415969,44.646763
33,322,6,-62.307528,43.933308
33,322,7,-62.999219,43.716648
33,322,8,-63.075967,43.677415
33,322,9,-63.418533,44.315683
33,322,10,-63.51972,44.504209
33,322,11,-63.583945,44.554446
33,469,1,-65.370062,43.398142
33,469,2,-65.184294,43.031932
33,469,3,-65.266528,42.986095
33,469,4,-65.440472,43.342136
33,469,5,-65.370062,43.398142
33,470,1,-65.297083,43.456122
33,470,2,-65.098823,43.079576
33,470,3,-65.184294,43.031932
33,470,4,-65.370062,43.398142
33,470,5,-65.297083,43.456122
33,471,1,-65.224103,43.514046
33,471,2,-65.019546,43.123741
33,471,3,-65.098823,43.079576
33,471,4,-65.297083,43.456122
33,471,5,-65.224103,43.514046
33,472,1,-65.176452,43.551776
33,472,2,-64.965837,43.15362
33,472,3,-65.019546,43.123741
33,472,4,-65.224103,43.514046
33,472,5,-65.176452,43.551776
33,473,1,-65.091647,43.589006
33,473,2,-64.884775,43.19872
33,473,3,-64.965837,43.15362
33,473,4,-65.176452,43.551776
33,473,5,-65.091647,43.589006
33,474,1,-64.996725,43.630631
33,474,2,-64.796897,43.24756
33,474,3,-64.884775,43.19872
33,474,4,-65.091647,43.589006
33,474,5,-64.996725,43.630631
33,475,1,-64.897473,43.673982
33,475,2,-64.703001,43.299692
33,475,3,-64.796897,43.24756
33,475,4,-64.996725,43.630631
33,475,5,-64.897473,43.673982
33,476,1,-64.745138,43.787183
33,476,2,-64.53489,43.392945
33,476,3,-64.703001,43.299692
33,476,4,-64.897473,43.673982
33,476,5,-64.745138,43.787183
33,477,1,-64.608241,43.888675
33,477,2,-64.385846,43.475505
33,477,3,-64.53489,43.392945
33,477,4,-64.745138,43.787183
33,477,5,-64.608241,43.888675
33,478,1,-64.502138,43.96713
33,478,2,-64.272499,43.538202
33,478,3,-64.385846,43.475505
33,478,4,-64.608241,43.888675
33,478,5,-64.502138,43.96713
33,479,1,-64.36354,44.047433
33,479,2,-64.135844,43.613729
33,479,3,-64.272499,43.538202
33,479,4,-64.502138,43.96713
33,479,5,-64.36354,44.047433
33,480,1,-64.203529,44.139885
33,480,2,-63.9743,43.702667
33,480,3,-64.135844,43.613729
33,480,4,-64.36354,44.047433
33,480,5,-64.203529,44.139885
33,481,1,-63.97431,44.315676
33,481,2,-63.9743,43.702667
33,481,3,-64.203529,44.139885
33,481,4,-64.113034,44.20911
33,481,5,-63.97431,44.315676
33,482,1,-63.97431,44.315676
33,482,2,-63.800063,44.315716
33,482,3,-63.800046,43.370357
33,482,4,-63.9743,43.702667
33,482,5,-63.97431,44.315676
33,483,1,-63.800063,44.315716
33,483,2,-63.643547,44.315766
33,483,3,-63.64348,43.387308
33,483,4,-63.799962,43.307316
33,483,5,-63.800063,44.315716
33,484,1,-63.643547,44.315766
33,484,2,-63.418533,44.315683
33,484,3,-63.075967,43.677415
33,484,4,-63.64348,43.387308
33,484,5,-63.643547,44.315766
33,485,1,-65.184294,43.031932
33,485,2,-65.010977,42.688258
33,485,3,-65.215994,42.583455
33,485,4,-65.216,42.916784
33,485,5,-65.232666,42.916783
33,485,6,-65.266528,42.986095
33,485,7,-65.184294,43.031932
33,486,1,-65.184294,43.031932
33,486,2,-65.098823,43.079576
33,486,3,-64.918702,42.735428
33,486,4,-65.010977,42.688258
33,486,5,-65.184294,43.031932
33,487,1,-65.098823,43.079576
33,487,2,-65.019546,43.123741
33,487,3,-64.838576,42.776388
33,487,4,-64.918702,42.735428
33,487,5,-65.098823,43.079576
33,488,1,-65.019546,43.123741
33,488,2,-64.965837,43.15362
33,488,3,-64.782755,42.804922
33,488,4,-64.838576,42.776388
33,488,5,-65.019546,43.123741
33,489,1,-64.965837,43.15362
33,489,2,-64.884775,43.19872
33,489,3,-64.699651,42.847404
33,489,4,-64.782755,42.804922
33,489,5,-64.965837,43.15362
33,490,1,-64.884775,43.19872
33,490,2,-64.796897,43.24756
33,490,3,-64.612501,42.891955
33,490,4,-64.699651,42.847404
33,490,5,-64.884775,43.19872
33,491,1,-64.796897,43.24756
33,491,2,-64.703001,43.299692
33,491,3,-64.517724,42.940404
33,491,4,-64.612501,42.891955
33,491,5,-64.796897,43.24756
33,492,1,-64.703001,43.299692
33,492,2,-64.53489,43.392945
33,492,3,-64.342512,43.02997
33,492,4,-64.517724,42.940404
33,492,5,-64.703001,43.299692
33,493,1,-64.53489,43.392945
33,493,2,-64.385846,43.475505
33,493,3,-64.189395,43.108242
33,493,4,-64.342512,43.02997
33,493,5,-64.53489,43.392945
33,494,1,-64.385846,43.475505
33,494,2,-64.272499,43.538202
33,494,3,-64.074967,43.166737
33,494,4,-64.189395,43.108242
33,494,5,-64.385846,43.475505
33,495,1,-64.272499,43.538202
33,495,2,-64.135844,43.613729
33,495,3,-63.938984,43.236249
33,495,4,-64.074967,43.166737
33,495,5,-64.272499,43.538202
33,496,1,-64.135844,43.613729
33,496,2,-63.9743,43.702667
33,496,3,-63.800046,43.370357
33,496,4,-63.799962,43.307316
33,496,5,-63.938984,43.236249
33,496,6,-64.135844,43.613729
311,337,1,-61.099687,45.311583
311,337,2,-61.032803,45.266762
311,337,3,-60.610178,44.483092
311,337,4,-60.765806,44.433294
311,337,5,-61.192474,45.20996
311,337,6,-61.188134,45.245281
311,337,7,-61.229712,45.316299
311,337,8,-61.099687,45.311583
311,338,1,-61.099687,45.311583
311,338,2,-60.9542,45.300477
311,338,3,-60.563089,45.300424
311,338,4,-60.165784,44.666622
311,338,5,-60.349124,44.566624
311,338,6,-60.610178,44.483092
311,338,7,-61.032803,45.266762
311,338,8,-61.099687,45.311583
311,339,1,-61.077574,45.345852
311,339,2,-61.077574,45.411066
311,339,3,-60.632453,45.411066
311,339,4,-60.563089,45.300424
311,339,5,-60.9542,45.300477
311,339,6,-61.099687,45.311583
311,339,7,-61.077574,45.345852
311,340,1,-61.382477,45.411071
311,340,2,-61.077574,45.411066
311,340,3,-61.077574,45.345852
311,340,4,-61.099687,45.311583
311,340,5,-61.229712,45.316299
311,340,6,-61.561356,45.328329
311,340,7,-61.559576,45.496181
311,340,8,-61.342295,45.496576
311,340,9,-61.382477,45.411071
312,331,1,-62.076103,45.129672
312,331,2,-62.00247,45.017854
312,331,3,-61.595938,44.262505
312,331,4,-62.150564,44.954968
312,331,5,-62.235303,45.073462
312,331,6,-62.076103,45.129672
312,332,1,-61.975276,45.177172
312,332,2,-61.850689,45.036335
312,332,3,-61.412502,44.222428
312,332,4,-61.5325,44.183301
312,332,5,-61.595938,44.262505
312,332,6,-62.00247,45.017854
312,332,7,-62.076103,45.129672
312,332,8,-61.975276,45.177172
312,333,1,-61.858528,45.239688
312,333,2,-61.659805,45.090357
312,333,3,-61.225045,44.283552
312,333,4,-61.412502,44.222428
312,333,5,-61.850689,45.036335
312,333,6,-61.975276,45.177172
312,333,7,-61.858528,45.239688
312,334,1,-61.561356,45.328329
312,334,2,-61.466988,45.149515
312,334,3,-61.033517,44.346003
312,334,4,-61.225045,44.283552
312,334,5,-61.659805,45.090357
312,334,6,-61.858528,45.239688
312,334,7,-61.794846,45.282214
312,334,8,-61.561356,45.328329
312,335,1,-61.561356,45.328329
312,335,2,-61.400399,45.194135
312,335,3,-61.322089,45.188683
312,335,4,-60.892056,44.392128
312,335,5,-61.033517,44.346003
312,335,6,-61.466988,45.149515
312,335,7,-61.561356,45.328329
312,336,1,-61.561356,45.328329
312,336,2,-61.229712,45.316299
312,336,3,-61.188134,45.245281
312,336,4,-61.192474,45.20996
312,336,5,-60.765806,44.433294
312,336,6,-60.892056,44.392128
312,336,7,-61.322089,45.188683
312,336,8,-61.400399,45.194135
312,336,9,-61.561356,45.328329
34,42,1,-66.166667,44.847901
34,42,2,-66.166667,44.833333
34,42,3,-66.207767,44.833333
34,42,4,-66.207721,44.833412
34,42,5,-66.166667,44.847901
34,43,1,-66.166667,44.847901
34,43,2,-66,44.906724
34,43,3,-66,44.833333
34,43,4,-66.166667,44.833333
34,43,5,-66.166667,44.847901
34,44,1,-66,44.906724
34,44,2,-65.924382,44.933412
34,44,3,-65.914381,44.833333
34,44,4,-66,44.833333
34,44,5,-66,44.906724
34,53,1,-66.333333,44.670121
34,53,2,-66.207767,44.833333
34,53,3,-66.166667,44.833333
34,53,4,-66.166667,44.666667
34,53,5,-66.333333,44.666667
34,53,6,-66.333333,44.670121
34,54,1,-66.166667,44.833333
34,54,2,-66,44.833333
34,54,3,-66,44.666667
34,54,4,-66.166667,44.666667
34,54,5,-66.166667,44.833333
34,55,1,-66,44.833333
34,55,2,-65.914381,44.833333
34,55,3,-65.893821,44.627584
34,55,4,-66,44.560816
34,55,5,-66,44.833333
34,66,1,-66.469866,44.5
34,66,2,-66.457726,44.508415
34,66,3,-66.33599,44.666667
34,66,4,-66.333333,44.670121
34,66,5,-66.333333,44.5
34,66,6,-66.469866,44.5
34,67,1,-66.333333,44.666667
34,67,2,-66.166667,44.666667
34,67,3,-66.166667,44.5
34,67,4,-66.333333,44.5
34,67,5,-66.333333,44.666667
34,68,1,-66.166667,44.666667
34,68,2,-66,44.666667
34,68,3,-66,44.560816
34,68,4,-66.075682,44.5
34,68,5,-66.166667,44.5
34,68,6,-66.166667,44.666667
34,69,1,-66,44.560816
34,69,2,-65.893821,44.627584
34,69,3,-65.833333,44.601434
34,69,4,-65.833333,44.5
34,69,5,-66.075682,44.5
34,69,6,-66,44.560816
34,77,1,-66.666667,44.363581
34,77,2,-66.666667,44.333333
34,77,3,-66.710303,44.333333
34,77,4,-66.666667,44.363581
34,78,1,-66.666667,44.363581
34,78,2,-66.5,44.479111
34,78,3,-66.5,44.333333
34,78,4,-66.666667,44.333333
34,78,5,-66.666667,44.363581
34,79,1,-66.5,44.479111
34,79,2,-66.469866,44.5
34,79,3,-66.333333,44.5
34,79,4,-66.333333,44.333333
34,79,5,-66.5,44.333333
34,79,6,-66.5,44.479111
34,80,1,-66.333333,44.5
34,80,2,-66.075682,44.5
34,80,3,-66.166667,44.426887
34,80,4,-66.261387,44.333333
34,80,5,-66.333333,44.262273
34,80,6,-66.333333,44.5
34,81,1,-66.166667,44.426887
34,81,2,-66.075682,44.5
34,81,3,-65.833333,44.5
34,81,4,-65.833333,44.333333
34,81,5,-66.261387,44.333333
34,81,6,-66.166667,44.426887
34,88,1,-66.833333,44.248051
34,88,2,-66.833333,44.166667
34,88,3,-66.950739,44.166667
34,88,4,-66.833333,44.248051
34,89,1,-66.833333,44.248051
34,89,2,-66.710303,44.333333
34,89,3,-66.666667,44.333333
34,89,4,-66.666667,44.166667
34,89,5,-66.833333,44.166667
34,89,6,-66.833333,44.248051
34,90,1,-66.666667,44.333333
34,90,2,-66.5,44.333333
34,90,3,-66.5,44.166667
34,90,4,-66.666667,44.166667
34,90,5,-66.666667,44.333333
34,91,1,-66.5,44.333333
34,91,2,-66.333333,44.333333
34,91,3,-66.333333,44.166667
34,91,4,-66.5,44.166667
34,91,5,-66.5,44.333333
34,92,1,-66.333333,44.262273
34,92,2,-66.261387,44.333333
34,92,3,-66.166667,44.333333
34,92,4,-66,44.333333
34,92,5,-66,44.166667
34,92,6,-66.333333,44.166667
34,92,7,-66.333333,44.262273
34,98,1,-67.191048,44.000089
34,98,2,-67,44.13252
34,98,3,-67,44
34,98,4,-67.166667,44
