"PID","SID","POS","X","Y"
34,98,5,-67.191048,44.000089
34,99,1,-67,44.13252
34,99,2,-66.950739,44.166667
34,99,3,-66.833333,44.166667
34,99,4,-66.833333,44
34,99,5,-67,44
34,99,6,-67,44.13252
34,100,1,-66.833333,44.166667
34,100,2,-66.666667,44.166667
34,100,3,-66.666667,44
34,100,4,-66.833333,44
34,100,5,-66.833333,44.166667
34,101,1,-66.666667,44.166667
34,101,2,-66.5,44.166667
34,101,3,-66.5,44
34,101,4,-66.666667,44
34,101,5,-66.666667,44.166667
34,102,1,-66.5,44.166667
34,102,2,-66.333333,44.166667
34,102,3,-66.333333,44
34,102,4,-66.5,44
34,102,5,-66.5,44.166667
34,103,1,-66.333333,44.166667
34,103,2,-66,44.166667
34,103,3,-66,44
34,103,4,-66.333333,44
34,103,5,-66.333333,44.166667
34,107,1,-67.333333,43.901459
34,107,2,-67.333333,43.833333
34,107,3,-67.40835,43.833333
34,107,4,-67.399424,43.855646
34,107,5,-67.333333,43.901459
34,108,1,-67.333333,43.901459
34,108,2,-67.191048,44.000089
34,108,3,-67.166667,44
34,108,4,-67.166667,43.833333
34,108,5,-67.333333,43.833333
34,108,6,-67.333333,43.901459
34,109,1,-67.166667,44
34,109,2,-67,44
34,109,3,-67,43.833333
34,109,4,-67.166667,43.833333
34,109,5,-67.166667,44
34,110,1,-67,44
34,110,2,-66.833333,44
34,110,3,-66.833333,43.833333
34,110,4,-67,43.833333
34,110,5,-67,44
34,111,1,-66.833333,44
34,111,2,-66.666667,44
34,111,3,-66.666667,43.833333
34,111,4,-66.833333,43.833333
34,111,5,-66.833333,44
34,112,1,-66.666667,44
34,112,2,-66.5,44
34,112,3,-66.5,43.833333
34,112,4,-66.666667,43.833333
34,112,5,-66.666667,44
34,113,1,-66.5,44
34,113,2,-66.333333,44
34,113,3,-66.333333,43.833333
34,113,4,-66.5,43.833333
34,113,5,-66.5,44
34,114,1,-66.333333,44
34,114,2,-66,44
34,114,3,-66,43.833333
34,114,4,-66.333333,43.833333
34,114,5,-66.333333,44
34,118,1,-67.416091,43.81398
34,118,2,-67.40835,43.833333
34,118,3,-67.333333,43.833333
34,118,4,-67.333333,43.644208
34,118,5,-67.344281,43.666667
34,118,6,-67.416091,43.81398
34,119,1,-67.333333,43.833333
34,119,2,-67.166667,43.833333
34,119,3,-67.166667,43.666667
34,119,4,-67.333333,43.666667
34,119,5,-67.333333,43.833333
34,120,1,-67.166667,43.833333
34,120,2,-67,43.833333
34,120,3,-67,43.666667
34,120,4,-67.166667,43.666667
34,120,5,-67.166667,43.833333
34,121,1,-67,43.833333
34,121,2,-66.833333,43.833333
34,121,3,-66.833333,43.666667
34,121,4,-67,43.666667
34,121,5,-67,43.833333
34,122,1,-66.833333,43.833333
34,122,2,-66.666667,43.833333
34,122,3,-66.666667,43.666667
34,122,4,-66.833333,43.666667
34,122,5,-66.833333,43.833333
34,123,1,-66.666667,43.833333
34,123,2,-66.5,43.833333
34,123,3,-66.5,43.666667
34,123,4,-66.666667,43.666667
34,123,5,-66.666667,43.833333
34,124,1,-66.5,43.833333
34,124,2,-66.333333,43.833333
34,124,3,-66.333333,43.666667
34,124,4,-66.5,43.666667
34,124,5,-66.5,43.833333
34,125,1,-66.333333,43.833333
34,125,2,-66.166667,43.833333
34,125,3,-66.166667,43.666667
34,125,4,-66.333333,43.666667
34,125,5,-66.333333,43.833333
34,126,1,-66.166667,43.833333
34,126,2,-66,43.833333
34,126,3,-66,43.666667
34,126,4,-66.166667,43.666667
34,126,5,-66.166667,43.833333
34,127,1,-66,44
34,127,2,-65.833333,44
34,127,3,-65.833333,43.666667
34,127,4,-66,43.666667
34,127,5,-66,44
34,132,1,-67.263036,43.5
34,132,2,-67.333333,43.644208
34,132,3,-67.333333,43.666667
34,132,4,-67.166667,43.666667
34,132,5,-67.166667,43.5
34,132,6,-67.263036,43.5
34,133,1,-67.166667,43.666667
34,133,2,-67,43.666667
34,133,3,-67,43.5
34,133,4,-67.166667,43.5
34,133,5,-67.166667,43.666667
34,134,1,-67,43.666667
34,134,2,-66.833333,43.666667
34,134,3,-66.833333,43.5
34,134,4,-67,43.5
34,134,5,-67,43.666667
34,135,1,-66.833333,43.666667
34,135,2,-66.666667,43.666667
34,135,3,-66.666667,43.5
34,135,4,-66.833333,43.5
34,135,5,-66.833333,43.666667
34,136,1,-66.666667,43.666667
34,136,2,-66.5,43.666667
34,136,3,-66.5,43.5
34,136,4,-66.666667,43.5
34,136,5,-66.666667,43.666667
34,137,1,-66.5,43.666667
34,137,2,-66.333333,43.666667
34,137,3,-66.333333,43.5
34,137,4,-66.5,43.5
34,137,5,-66.5,43.666667
34,138,1,-66.333333,43.666667
34,138,2,-66.166667,43.666667
34,138,3,-66.166667,43.5
34,138,4,-66.333333,43.5
34,138,5,-66.333333,43.666667
34,139,1,-66.166667,43.666667
34,139,2,-66,43.666667
34,139,3,-66,43.5
34,139,4,-66.166667,43.5
34,139,5,-66.166667,43.666667
34,140,1,-66,43.666667
34,140,2,-65.833333,43.666667
34,140,3,-65.833333,43.5
34,140,4,-66,43.5
34,140,5,-66,43.666667
34,141,1,-65.833333,43.833333
34,141,2,-65.666667,43.833333
34,141,3,-65.666667,43.5
34,141,4,-65.833333,43.5
34,141,5,-65.833333,43.833333
34,148,1,-67.181792,43.333333
34,148,2,-67.263036,43.5
34,148,3,-67.166667,43.5
34,148,4,-67.166667,43.302306
34,148,5,-67.181792,43.333333
34,149,1,-67.166667,43.5
34,149,2,-67,43.5
34,149,3,-67,43.333333
34,149,4,-67.166667,43.333333
34,149,5,-67.166667,43.5
34,150,1,-67,43.5
34,150,2,-66.833333,43.5
34,150,3,-66.833333,43.333333
34,150,4,-67,43.333333
34,150,5,-67,43.5
34,151,1,-66.833333,43.5
34,151,2,-66.666667,43.5
34,151,3,-66.666667,43.333333
34,151,4,-66.833333,43.333333
34,151,5,-66.833333,43.5
34,152,1,-66.666667,43.5
34,152,2,-66.5,43.5
34,152,3,-66.5,43.333333
34,152,4,-66.666667,43.333333
34,152,5,-66.666667,43.5
34,153,1,-66.5,43.5
34,153,2,-66.333333,43.5
34,153,3,-66.333333,43.333333
34,153,4,-66.5,43.333333
34,153,5,-66.5,43.5
34,154,1,-66.333333,43.5
34,154,2,-66.166667,43.5
34,154,3,-66.166667,43.333333
34,154,4,-66.333333,43.333333
34,154,5,-66.333333,43.5
34,155,1,-66.166667,43.5
34,155,2,-66,43.5
34,155,3,-66,43.333333
34,155,4,-66.166667,43.333333
34,155,5,-66.166667,43.5
34,156,1,-66,43.5
34,156,2,-65.833333,43.5
34,156,3,-65.833333,43.333333
34,156,4,-66,43.333333
34,156,5,-66,43.5
34,157,1,-65.833333,43.5
34,157,2,-65.666667,43.5
34,157,3,-65.666667,43.333333
34,157,4,-65.833333,43.333333
34,157,5,-65.833333,43.5
34,158,1,-65.666667,43.666667
34,158,2,-65.513758,43.608172
34,158,3,-65.51602,43.496772
34,158,4,-65.5,43.463981
34,158,5,-65.5,43.333333
34,158,6,-65.666667,43.333333
34,158,7,-65.666667,43.666667
34,159,1,-65.5,43.463981
34,159,2,-65.436172,43.333333
34,159,3,-65.5,43.333333
34,159,4,-65.5,43.463981
34,167,1,-67.100548,43.166667
34,167,2,-67.166667,43.302306
34,167,3,-67.166667,43.333333
34,167,4,-67,43.333333
34,167,5,-67,43.166667
34,167,6,-67.100548,43.166667
34,168,1,-67,43.333333
34,168,2,-66.833333,43.333333
34,168,3,-66.833333,43.166667
34,168,4,-67,43.166667
34,168,5,-67,43.333333
34,169,1,-66.833333,43.333333
34,169,2,-66.666667,43.333333
34,169,3,-66.666667,43.166667
34,169,4,-66.833333,43.166667
34,169,5,-66.833333,43.333333
34,170,1,-66.666667,43.333333
34,170,2,-66.5,43.333333
34,170,3,-66.5,43.166667
34,170,4,-66.666667,43.166667
34,170,5,-66.666667,43.333333
34,171,1,-66.5,43.333333
34,171,2,-66.333333,43.333333
34,171,3,-66.333333,43.166667
34,171,4,-66.5,43.166667
34,171,5,-66.5,43.333333
34,172,1,-66.333333,43.333333
34,172,2,-66.166667,43.333333
34,172,3,-66.166667,43.166667
34,172,4,-66.333333,43.166667
34,172,5,-66.333333,43.333333
34,173,1,-66.166667,43.333333
34,173,2,-66,43.333333
34,173,3,-66,43.166667
34,173,4,-66.166667,43.166667
34,173,5,-66.166667,43.333333
34,174,1,-66,43.333333
34,174,2,-65.833333,43.333333
34,174,3,-65.833333,43.166667
34,174,4,-66,43.166667
34,174,5,-66,43.333333
34,175,1,-65.833333,43.333333
34,175,2,-65.666667,43.333333
34,175,3,-65.666667,43.166667
34,175,4,-65.833333,43.166667
34,175,5,-65.833333,43.333333
34,176,1,-65.666667,43.333333
34,176,2,-65.5,43.333333
34,176,3,-65.5,43.166667
34,176,4,-65.666667,43.166667
34,176,5,-65.666667,43.333333
34,177,1,-65.5,43.333333
34,177,2,-65.436172,43.333333
34,177,3,-65.354747,43.166667
34,177,4,-65.5,43.166667
34,177,5,-65.5,43.333333
34,185,1,-67,43.018469
34,185,2,-67.066069,43.095937
34,185,3,-67.100548,43.166667
34,185,4,-67,43.166667
34,185,5,-67,43.018469
34,186,1,-66.984248,43
34,186,2,-67,43.018469
34,186,3,-67,43.166667
34,186,4,-66.833333,43.166667
34,186,5,-66.833333,43
34,186,6,-66.984248,43
34,187,1,-66.833333,43.166667
34,187,2,-66.666667,43.166667
34,187,3,-66.666667,43
34,187,4,-66.833333,43
34,187,5,-66.833333,43.166667
34,188,1,-66.666667,43.166667
34,188,2,-66.5,43.166667
34,188,3,-66.5,43
34,188,4,-66.666667,43
34,188,5,-66.666667,43.166667
34,189,1,-66.5,43.166667
34,189,2,-66.333333,43.166667
34,189,3,-66.333333,43
34,189,4,-66.5,43
34,189,5,-66.5,43.166667
34,190,1,-66.333333,43.166667
34,190,2,-66.166667,43.166667
34,190,3,-66.166667,43
34,190,4,-66.333333,43
34,190,5,-66.333333,43.166667
34,191,1,-66.166667,43.166667
34,191,2,-66,43.166667
34,191,3,-66,43
34,191,4,-66.166667,43
34,191,5,-66.166667,43.166667
34,192,1,-66,43.166667
34,192,2,-65.833333,43.166667
34,192,3,-65.833333,43
34,192,4,-66,43
34,192,5,-66,43.166667
34,193,1,-65.833333,43.166667
34,193,2,-65.666667,43.166667
34,193,3,-65.666667,43
34,193,4,-65.833333,43
34,193,5,-65.833333,43.166667
34,194,1,-65.666667,43.166667
34,194,2,-65.5,43.166667
34,194,3,-65.5,43
34,194,4,-65.666667,43
34,194,5,-65.666667,43.166667
34,195,1,-65.5,43.166667
34,195,2,-65.354747,43.166667
34,195,3,-65.333333,43.122835
34,195,4,-65.333333,43
34,195,5,-65.5,43
34,195,6,-65.5,43.166667
34,196,1,-65.333333,43.122835
34,196,2,-65.273322,43
34,196,3,-65.333333,43
34,196,4,-65.333333,43.122835
34,204,1,-66.984248,43
34,204,2,-66.833333,43
34,204,3,-66.833333,42.823048
34,204,4,-66.984248,43
34,205,1,-66.833333,43
34,205,2,-66.666667,43
34,205,3,-66.666667,42.833333
34,205,4,-66.833333,42.833333
34,205,5,-66.833333,43
34,206,1,-66.666667,43
34,206,2,-66.5,43
34,206,3,-66.499379,42.916777
34,206,4,-66.499377,42.833333
34,206,5,-66.666667,42.833333
34,206,6,-66.666667,43
34,207,1,-66.5,43
34,207,2,-66.333333,43
34,207,3,-66.333333,42.916778
34,207,4,-66.499379,42.916777
34,207,5,-66.5,43
34,208,1,-66.333333,42.916778
34,208,2,-66.333333,43
34,208,3,-66.166667,43
34,208,4,-66.166667,42.916779
34,208,5,-66.333333,42.916778
34,209,1,-66.166667,42.916779
34,209,2,-66.166667,43
34,209,3,-66,43
34,209,4,-66,42.91678
34,209,5,-66.166667,42.916779
34,210,1,-66,42.91678
34,210,2,-66,43
34,210,3,-65.833333,43
34,210,4,-65.833333,42.916781
34,210,5,-66,42.91678
34,211,1,-65.833333,42.916781
34,211,2,-65.833333,43
34,211,3,-65.666667,43
34,211,4,-65.666667,42.916782
34,211,5,-65.833333,42.916781
34,212,1,-65.666667,42.916782
34,212,2,-65.666667,43
34,212,3,-65.5,43
34,212,4,-65.5,42.916782
34,212,5,-65.666667,42.916782
34,213,1,-65.5,42.916782
34,213,2,-65.5,43
34,213,3,-65.333333,43
34,213,4,-65.333333,42.916783
34,213,5,-65.5,42.916782
34,214,1,-65.273322,43
34,214,2,-65.232666,42.916784
34,214,3,-65.333333,42.916783
34,214,4,-65.333333,43
34,214,5,-65.273322,43
34,223,1,-66.666667,42.733776
34,223,2,-66.832722,42.822332
34,223,3,-66.833333,42.823048
34,223,4,-66.833333,42.833333
34,223,5,-66.666667,42.833333
34,223,6,-66.666667,42.733776
34,224,1,-66.499377,42.833333
34,224,2,-66.499374,42.644559
34,224,3,-66.666667,42.733776
34,224,4,-66.666667,42.833333
34,224,5,-66.499377,42.833333
35,1,1,-64.833333,46
35,1,2,-64.166667,46
35,1,3,-64.166667,45.666667
35,1,4,-64.833333,45.666667
35,1,5,-64.833333,46
35,2,1,-65,45.666667
35,2,2,-64.833333,45.666667
35,2,3,-64.833333,45.5
35,2,4,-65,45.5
35,2,5,-65,45.666667
35,3,1,-64.833333,45.666667
35,3,2,-64.5,45.666667
35,3,3,-64.5,45.5
35,3,4,-64.833333,45.5
35,3,5,-64.833333,45.666667
35,6,1,-65.113052,45.333333
35,6,2,-65.049365,45.43341
35,6,3,-65.083812,45.526464
35,6,4,-65.166667,45.666667
35,6,5,-65,45.666667
35,6,6,-65,45.333333
35,6,7,-65.113052,45.333333
35,7,1,-65,45.5
35,7,2,-64.833333,45.5
35,7,3,-64.833333,45.426544
35,7,4,-64.936253,45.333333
35,7,5,-65,45.333333
35,7,6,-65,45.5
35,11,1,-65.365787,45.166667
35,11,2,-65.333333,45.180219
35,11,3,-65.333333,45.166667
35,11,4,-65.365787,45.166667
35,12,1,-65.333333,45.180219
35,12,2,-65.166667,45.249814
35,12,3,-65.166667,45.166667
35,12,4,-65.333333,45.166667
35,12,5,-65.333333,45.180219
35,13,1,-65.166667,45.249814
35,13,2,-65.166033,45.250079
35,13,3,-65.113052,45.333333
35,13,4,-65,45.333333
35,13,5,-65,45.166667
35,13,6,-65.166667,45.166667
35,13,7,-65.166667,45.249814
35,14,1,-65,45.333333
35,14,2,-64.936253,45.333333
35,14,3,-64.833333,45.426544
35,14,4,-64.833333,45.166667
35,14,5,-65,45.166667
35,14,6,-65,45.333333
35,15,1,-64.833333,45.426544
35,15,2,-64.666667,45.426544
35,15,3,-64.666667,45.166667
35,15,4,-64.833333,45.166667
35,15,5,-64.833333,45.426544
35,16,1,-64.666667,45.426544
35,16,2,-64.5,45.426544
35,16,3,-64.5,45.166667
35,16,4,-64.666667,45.166667
35,16,5,-64.666667,45.426544
35,17,1,-64.5,45.426544
35,17,2,-64.333333,45.426544
35,17,3,-64.333333,45
35,17,4,-64.5,45
35,17,5,-64.5,45.426544
35,18,1,-64.333333,45.426544
35,18,2,-64.166667,45.426544
35,18,3,-64.166667,45
35,18,4,-64.333333,45
35,18,5,-64.333333,45.426544
35,19,1,-64.166667,45.426544
35,19,2,-64,45.426544
35,19,3,-64,45
35,19,4,-64.166667,45
35,19,5,-64.166667,45.426544
35,20,1,-64,45.426544
35,20,2,-63.333333,45.426544
35,20,3,-63.333333,45.166667
35,20,4,-64,45.166667
35,20,5,-64,45.426544
35,32,1,-65.764918,45
35,32,2,-65.666667,45.041027
35,32,3,-65.666667,45
35,32,4,-65.764918,45
35,33,1,-65.666667,45.041027
35,33,2,-65.5,45.110623
35,33,3,-65.5,45
35,33,4,-65.666667,45
35,33,5,-65.666667,45.041027
35,34,1,-65.5,45.110623
35,34,2,-65.365787,45.166667
35,34,3,-65.333333,45.166667
35,34,4,-65.333333,45
35,34,5,-65.5,45
35,34,6,-65.5,45.110623
35,35,1,-65.333333,45.166667
35,35,2,-65.166667,45.166667
35,35,3,-65.166667,45
35,35,4,-65.333333,45
35,35,5,-65.333333,45.166667
35,36,1,-65.166667,45.166667
35,36,2,-64.666667,45.166667
35,36,3,-64.666667,45
35,36,4,-65.166667,45
35,36,5,-65.166667,45.166667
35,44,1,-65.924382,44.933412
35,44,2,-65.833333,44.971432
35,44,3,-65.833333,44.833333
35,44,4,-65.914381,44.833333
35,44,5,-65.924382,44.933412
35,45,1,-65.833333,44.971432
35,45,2,-65.764918,45
35,45,3,-65.666667,45
35,45,4,-65.666667,44.833333
35,45,5,-65.833333,44.833333
35,45,6,-65.833333,44.971432
35,46,1,-65.666667,45
35,46,2,-65.5,45
35,46,3,-65.5,44.833333
35,46,4,-65.666667,44.833333
35,46,5,-65.666667,45
35,47,1,-65.5,45
35,47,2,-65.166667,45
35,47,3,-65.166667,44.833333
35,47,4,-65.5,44.833333
35,47,5,-65.5,45
35,55,1,-65.914381,44.833333
35,55,2,-65.833333,44.833333
35,55,3,-65.833333,44.601434
35,55,4,-65.893821,44.627584
35,55,5,-65.914381,44.833333
35,56,1,-65.833333,44.833333
35,56,2,-65.5,44.833333
35,56,3,-65.5,44.813695
35,56,4,-65.833333,44.645187
35,56,5,-65.833333,44.833333
35,57,1,-65.833333,44.645187
35,57,2,-65.5,44.813695
35,57,3,-65.5,44.697626
35,57,4,-65.833333,44.5
35,57,5,-65.833333,44.645187
36,4,1,-65.5,45.5
36,4,2,-65.333333,45.5
36,4,3,-65.333333,45.333333
36,4,4,-65.5,45.333333
36,4,5,-65.5,45.5
36,5,1,-65.333333,45.666667
36,5,2,-65.166667,45.666667
36,5,3,-65.166667,45.333333
36,5,4,-65.333333,45.333333
36,5,5,-65.333333,45.666667
36,6,1,-65.166667,45.666667
36,6,2,-65.083812,45.526464
36,6,3,-65.049365,45.43341
36,6,4,-65.113052,45.333333
36,6,5,-65.166667,45.333333
36,6,6,-65.166667,45.666667
36,8,1,-66.166667,45.333333
36,8,2,-66,45.333333
36,8,3,-66,45.166667
36,8,4,-66.166667,45.166667
36,8,5,-66.166667,45.333333
36,9,1,-65.833333,45.333333
36,9,2,-65.666667,45.333333
36,9,3,-65.666667,45.166667
36,9,4,-65.833333,45.166667
36,9,5,-65.833333,45.333333
36,10,1,-65.666667,45.333333
36,10,2,-65.5,45.5
36,10,3,-65.5,45.166667
36,10,4,-65.666667,45.166667
36,10,5,-65.666667,45.333333
36,11,1,-65.5,45.333333
36,11,2,-65.333333,45.333333
36,11,3,-65.333333,45.180219
36,11,4,-65.365787,45.166667
36,11,5,-65.5,45.166667
36,11,6,-65.5,45.333333
36,12,1,-65.333333,45.333333
36,12,2,-65.166667,45.333333
36,12,3,-65.166667,45.249814
36,12,4,-65.333333,45.180219
36,12,5,-65.333333,45.333333
36,13,1,-65.166667,45.333333
36,13,2,-65.113052,45.333333
36,13,3,-65.166033,45.250079
36,13,4,-65.166667,45.249814
36,13,5,-65.166667,45.333333
36,25,1,-67.333333,45.333333
36,25,2,-66.833333,45.333333
36,25,3,-66.833333,45
36,25,4,-67.333333,45
36,25,5,-67.333333,45.333333
36,26,1,-66.833333,45.166667
36,26,2,-66.666667,45.166667
36,26,3,-66.666667,45
36,26,4,-66.833333,45
36,26,5,-66.833333,45.166667
36,27,1,-66.666667,45.166667
36,27,2,-66.5,45.166667
36,27,3,-66.5,45
36,27,4,-66.666667,45
36,27,5,-66.666667,45.166667
36,28,1,-66.5,45.333333
36,28,2,-66.333333,45.333333
36,28,3,-66.333333,45
36,28,4,-66.5,45
36,28,5,-66.5,45.333333
36,29,1,-66.333333,45.333333
36,29,2,-66.166667,45.333333
36,29,3,-66.166667,45
36,29,4,-66.333333,45
36,29,5,-66.333333,45.333333
36,30,1,-66.166667,45.166667
36,30,2,-66,45.166667
36,30,3,-66,45
36,30,4,-66.166667,45
36,30,5,-66.166667,45.166667
36,31,1,-66,45.333333
36,31,2,-65.833333,45.333333
36,31,3,-65.833333,45
36,31,4,-66,45
36,31,5,-66,45.333333
36,32,1,-65.833333,45.166667
36,32,2,-65.666667,45.166667
36,32,3,-65.666667,45.041027
36,32,4,-65.764918,45
36,32,5,-65.833333,45
36,32,6,-65.833333,45.166667
36,33,1,-65.666667,45.166667
36,33,2,-65.5,45.166667
36,33,3,-65.5,45.110623
36,33,4,-65.666667,45.041027
36,33,5,-65.666667,45.166667
36,34,1,-65.5,45.166667
36,34,2,-65.365787,45.166667
36,34,3,-65.5,45.110623
36,34,4,-65.5,45.166667
36,37,1,-67.333333,45
36,37,2,-67,45
36,37,3,-67,44.833333
36,37,4,-67.333333,44.833333
36,37,5,-67.333333,45
36,38,1,-67,45
36,38,2,-66.833333,45
36,38,3,-66.833333,44.845773
36,38,4,-66.845246,44.833411
36,38,5,-67,44.833333
36,38,6,-67,45
36,39,1,-66.833333,44.845773
36,39,2,-66.833333,45
36,39,3,-66.666667,45
36,39,4,-66.666667,44.93341
36,39,5,-66.749407,44.93341
36,39,6,-66.833333,44.845773
36,40,1,-66.5,44.93341
36,40,2,-66.666667,44.93341
36,40,3,-66.666667,45
36,40,4,-66.5,45
36,40,5,-66.5,44.93341
36,41,1,-66.5,45
36,41,2,-66.333333,45
36,41,3,-66.333333,44.93341
36,41,4,-66.5,44.93341
36,41,5,-66.5,45
36,42,1,-66.333333,45
36,42,2,-66.166667,45
36,42,3,-66.166667,44.847901
36,42,4,-66.207721,44.833412
36,42,5,-66.207721,44.833412
36,42,6,-66.266058,44.93341
36,42,7,-66.333333,44.93341
36,42,8,-66.333333,45
36,43,1,-66.166667,45
36,43,2,-66,45
36,43,3,-66,44.906724
36,43,4,-66.166667,44.847901
36,43,5,-66.166667,45
36,44,1,-66,45
36,44,2,-65.833333,45
36,44,3,-65.833333,44.971432
36,44,4,-65.924382,44.933412
36,44,5,-66,44.906724
36,44,6,-66,45
36,45,1,-65.833333,45
36,45,2,-65.764918,45
36,45,3,-65.833333,44.971432
36,45,4,-65.833333,45
36,49,1,-66.959047,44.743684
36,49,2,-67,44.803668
36,49,3,-67,44.833333
36,49,4,-66.845246,44.833411
36,49,5,-66.902544,44.776566
36,49,6,-66.959047,44.743684
37,38,1,-66.833333,44.845773
37,38,2,-66.833333,44.833411
37,38,3,-66.845246,44.833411
37,38,4,-66.833333,44.845773
37,39,1,-66.666667,44.833411
37,39,2,-66.833333,44.833411
37,39,3,-66.833333,44.845773
37,39,4,-66.749407,44.93341
37,39,5,-66.666667,44.93341
37,39,6,-66.666667,44.833411
37,40,1,-66.666667,44.833411
37,40,2,-66.666667,44.93341
37,40,3,-66.5,44.93341
37,40,4,-66.5,44.833412
37,40,5,-66.501036,44.833412
37,40,6,-66.666667,44.833411
37,41,1,-66.5,44.833412
37,41,2,-66.5,44.93341
37,41,3,-66.333333,44.93341
37,41,4,-66.333333,44.833412
37,41,5,-66.33375,44.833412
37,41,6,-66.5,44.833412
37,42,1,-66.333333,44.833412
37,42,2,-66.333333,44.93341
37,42,3,-66.266058,44.93341
37,42,4,-66.207721,44.833412
37,42,5,-66.333333,44.833412
38,75,1,-67.166667,44.5
38,75,2,-67,44.5
38,75,3,-67,44.333333
38,75,4,-67.166667,44.333333
38,75,5,-67.166667,44.5
38,87,1,-67.166667,44.333333
38,87,2,-67,44.333333
38,87,3,-67,44.166667
38,87,4,-67.166667,44.166667
38,87,5,-67.166667,44.333333
38,63,1,-67,44.666667
38,63,2,-66.833333,44.666667
38,63,3,-66.833333,44.5
38,63,4,-67,44.5
38,63,5,-67,44.666667
38,76,1,-67,44.5
38,76,2,-66.833333,44.5
38,76,3,-66.833333,44.333333
38,76,4,-67,44.333333
38,76,5,-67,44.5
38,50,1,-66.833333,44.833411
38,50,2,-66.666667,44.833411
38,50,3,-66.666667,44.666667
38,50,4,-66.833333,44.666667
38,50,5,-66.833333,44.833411
38,64,1,-66.833333,44.666667
38,64,2,-66.666667,44.666667
38,64,3,-66.666667,44.5
38,64,4,-66.833333,44.5
38,64,5,-66.833333,44.666667
38,51,1,-66.666667,44.833411
38,51,2,-66.5,44.833412
38,51,3,-66.5,44.666667
38,51,4,-66.666667,44.666667
38,51,5,-66.666667,44.833411
38,65,1,-66.666667,44.666667
38,65,2,-66.5,44.666667
38,65,3,-66.5,44.5
38,65,4,-66.666667,44.5
38,65,5,-66.666667,44.666667
38,52,1,-66.5,44.833412
38,52,2,-66.333333,44.833412
38,52,3,-66.333333,44.666667
38,52,4,-66.5,44.666667
38,52,5,-66.5,44.833412
38,62,1,-67.166667,44.597746
38,62,2,-67.162147,44.601231
38,62,3,-67.154296,44.607017
38,62,4,-67.14627,44.612682
38,62,5,-67.138061,44.618221
38,62,6,-67.129676,44.623639
38,62,7,-67.121116,44.628922
38,62,8,-67.112387,44.634072
38,62,9,-67.103499,44.639089
38,62,10,-67.09445,44.643971
38,62,11,-67.085241,44.648709
38,62,12,-67.075888,44.65331
38,62,13,-67.066389,44.657762
38,62,14,-67.058759,44.661183
38,62,15,-67.049483,44.666667
38,62,16,-67,44.666667
38,62,17,-67,44.5
38,62,18,-67.166667,44.5
38,62,19,-67.166667,44.597746
38,61,1,-67.256627,44.5
38,61,2,-67.25551,44.501832
38,61,3,-67.25081,44.509084
38,61,4,-67.245881,44.516259
38,61,5,-67.240723,44.523354
38,61,6,-67.235337,44.530373
38,61,7,-67.229737,44.5373
38,61,8,-67.223915,44.544144
38,61,9,-67.21788,44.550896
38,61,10,-67.211632,44.557552
38,61,11,-67.20517,44.56411
38,61,12,-67.198494,44.570568
38,61,13,-67.19162,44.576919
38,61,14,-67.184548,44.583164
38,61,15,-67.177277,44.589302
38,61,16,-67.169807,44.595325
38,61,17,-67.166667,44.597746
38,61,18,-67.166667,44.5
38,61,19,-67.256627,44.5
38,74,1,-67.256627,44.5
38,74,2,-67.166667,44.5
38,74,3,-67.166667,44.333333
38,74,4,-67.298061,44.333333
38,74,5,-67.298515,44.338664
38,74,6,-67.298942,44.346648
38,74,7,-67.299117,44.354632
38,74,8,-67.29905,44.362617
38,74,9,-67.298729,44.370596
38,74,10,-67.298157,44.378565
38,74,11,-67.297333,44.386522
38,74,12,-67.296265,44.394464
38,74,13,-67.294945,44.402388
38,74,14,-67.293381,44.410284
38,74,15,-67.291558,44.418154
38,74,16,-67.289498,44.425989
38,74,17,-67.287186,44.433794
38,74,18,-67.28463,44.441556
38,74,19,-67.28183,44.449277
38,74,20,-67.278786,44.456956
38,74,21,-67.275499,44.464578
38,74,22,-67.271974,44.47215
38,74,23,-67.268213,44.479665
38,74,24,-67.264215,44.487119
38,74,25,-67.259973,44.494512
38,74,26,-67.256627,44.5
38,86,1,-67.284364,44.166667
38,86,2,-67.269985,44.207269
38,86,3,-67.268902,44.210248
38,86,4,-67.273717,44.227471
38,86,5,-67.281157,44.261231
38,86,6,-67.283499,44.267555
38,86,7,-67.286146,44.275349
38,86,8,-67.288557,44.283176
38,86,9,-67.290716,44.291035
38,86,10,-67.292631,44.298924
38,86,11,-67.294311,44.306834
38,86,12,-67.29573,44.314769
38,86,13,-67.296905,44.322722
38,86,14,-67.297836,44.330688
38,86,15,-67.298061,44.333333
38,86,16,-67.166667,44.333333
38,86,17,-67.166667,44.166667
38,86,18,-67.284364,44.166667
38,49,1,-67,44.700918
38,49,2,-67,44.666667
38,49,3,-66.833333,44.666667
38,49,4,-66.833333,44.833411
38,49,5,-66.845246,44.833411
38,49,6,-66.902544,44.776566
38,49,7,-66.959047,44.743684
38,49,8,-67,44.700918
38,48,1,-67,44.700918
38,48,2,-67,44.666667
38,48,3,-67.049483,44.666667
38,48,4,-67.011029,44.689401
38,48,5,-67,44.700918
38,53,1,-66.333333,44.833412
38,53,2,-66.207721,44.833412
38,53,3,-66.333333,44.670121
38,53,4,-66.333333,44.833412
38,66,1,-66.5,44.666667
38,66,2,-66.33599,44.666667
38,66,3,-66.457726,44.508415
